Time(s);Coil;Accelerometer;Generator;
2025-05-31 17:46:26.000;-1,7431;-6,3493;-2145,5;
2025-05-31 17:46:26.001;-1,7574;-2,9363;-2246,3;
2025-05-31 17:46:26.002;-1,7431;4,5882;-2338,2;
2025-05-31 17:46:26.003;-1,7955;-6,36;-2436,3;
2025-05-31 17:46:26.004;-1,7907;6,1116;-2524,7;
2025-05-31 17:46:26.005;-1,7204;4,5905;-2617,2;
2025-05-31 17:46:26.006;-1,7478;5,369;-2704,3;
2025-05-31 17:46:26.007;-1,8301;6,6731;-2795;
2025-05-31 17:46:26.008;-1,8337;13,665;-2877,2;
2025-05-31 17:46:26.009;-1,6989;12,721;-2964;
2025-05-31 17:46:26.010;-1,7478;13,948;-3042,1;
2025-05-31 17:46:26.011;-1,7729;20,021;-3124,6;
2025-05-31 17:46:26.012;-1,6846;21,417;-3198,6;
2025-05-31 17:46:26.013;-1,7288;22,038;-3277;
2025-05-31 17:46:26.014;-1,7705;27,823;-3347,1;
2025-05-31 17:46:26.015;-1,7025;31,239;-3420,8;
2025-05-31 17:46:26.016;-1,7884;32,179;-3485,8;
2025-05-31 17:46:26.017;-1,8229;34,92;-3555,2;
2025-05-31 17:46:26.018;-1,7073;41,457;-3615,1;
2025-05-31 17:46:26.019;-1,6894;41,071;-3679,7;
2025-05-31 17:46:26.020;-1,8217;45,008;-3734,8;
2025-05-31 17:46:26.021;-1,7895;46,655;-3794,6;
2025-05-31 17:46:26.022;-1,8623;53,73;-3844,3;
2025-05-31 17:46:26.023;-1,8134;47,302;-3899;
2025-05-31 17:46:26.024;-1,7991;58,844;-3943,3;
2025-05-31 17:46:26.025;-1,805;53,292;-3992,1;
2025-05-31 17:46:26.026;-1,811;64,494;-4031,8;
2025-05-31 17:46:26.027;-1,8611;48,324;-4074,8;
2025-05-31 17:46:26.028;-1,8086;74,384;-4108,5;
2025-05-31 17:46:26.029;-1,7419;54,695;-4145,7;
2025-05-31 17:46:26.030;-1,7884;51,684;-4173,5;
2025-05-31 17:46:26.031;-1,8432;79,727;-4204,6;
2025-05-31 17:46:26.032;-1,7001;48,613;-4226,3;
2025-05-31 17:46:26.032;-1,7609;72,394;-4250,8;
2025-05-31 17:46:26.034;-1,8015;45,302;-4267,1;
2025-05-31 17:46:26.035;-1,78;73,575;-4287,8;
2025-05-31 17:46:26.036;-1,8396;45,051;-4295,9;
2025-05-31 17:46:26.037;-1,786;66,782;-4309,3;
2025-05-31 17:46:26.038;-1,8277;48,115;-4311,9;
2025-05-31 17:46:26.039;-1,7919;56,41;-4319;
2025-05-31 17:46:26.040;-1,8229;46,313;-4315,6;
2025-05-31 17:46:26.041;-1,7597;50,814;-4316,5;
2025-05-31 17:46:26.042;-1,7621;43,132;-4306,8;
2025-05-31 17:46:26.043;-1,7705;43,533;-4300,8;
2025-05-31 17:46:26.044;-1,7633;40,737;-4284,8;
2025-05-31 17:46:26.045;-1,8885;36,768;-4273,8;
2025-05-31 17:46:26.046;-1,8217;37,2;-4251;
2025-05-31 17:46:26.047;-1,7693;30,348;-4232,2;
2025-05-31 17:46:26.048;-1,811;30,93;-4203,7;
2025-05-31 17:46:26.049;-1,8396;26,941;-4178,6;
2025-05-31 17:46:26.050;-1,8539;25,174;-4143,5;
2025-05-31 17:46:26.051;-1,8098;22,111;-4111,8;
2025-05-31 17:46:26.052;-1,8217;22,776;-4070;
2025-05-31 17:46:26.053;-1,7025;19,984;-4030,6;
2025-05-31 17:46:26.054;-1,7872;18,918;-3984;
2025-05-31 17:46:26.055;-1,7276;17,875;-3942,9;
2025-05-31 17:46:26.056;-1,8217;17,161;-3886,7;
2025-05-31 17:46:26.057;-1,8289;16,173;-3836,6;
2025-05-31 17:46:26.058;-1,7931;16,399;-3776,4;
2025-05-31 17:46:26.059;-1,7371;14,895;-3720,7;
2025-05-31 17:46:26.060;-1,7812;14,949;-3655;
2025-05-31 17:46:26.061;-1,7395;15,766;-3593,8;
2025-05-31 17:46:26.062;-1,8158;12,519;-3522,3;
2025-05-31 17:46:26.063;-1,8027;16,019;-3454,9;
2025-05-31 17:46:26.064;-1,9052;15,939;-3378,2;
2025-05-31 17:46:26.065;-1,8456;12,904;-3308;
2025-05-31 17:46:26.065;-1,7407;14,673;-3225,3;
2025-05-31 17:46:26.067;-1,7872;16,562;-3147,7;
2025-05-31 17:46:26.068;-1,7311;14,435;-3061,6;
2025-05-31 17:46:26.069;-1,8289;16,125;-2979,4;
2025-05-31 17:46:26.070;-1,7657;15,473;-2888,1;
2025-05-31 17:46:26.071;-1,7729;17,425;-2801,2;
2025-05-31 17:46:26.072;-1,6942;16,264;-2705,2;
2025-05-31 17:46:26.073;-1,8396;17,493;-2612,3;
2025-05-31 17:46:26.074;-1,8074;17,924;-2513,9;
2025-05-31 17:46:26.075;-1,8933;17,739;-2422,2;
2025-05-31 17:46:26.076;-1,7538;18,114;-2315,8;
2025-05-31 17:46:26.077;-1,7764;17,671;-2217,1;
2025-05-31 17:46:26.078;-1,8503;18,476;-2109,6;
2025-05-31 17:46:26.079;-1,8539;18,774;-2007,7;
2025-05-31 17:46:26.080;-1,7359;17,133;-1897,2;
2025-05-31 17:46:26.081;-1,7931;19,42;-1792,6;
2025-05-31 17:46:26.082;-1,7562;17,351;-1679,1;
2025-05-31 17:46:26.083;-1,7943;18,482;-1571,2;
2025-05-31 17:46:26.084;-1,7597;17,785;-1455,4;
2025-05-31 17:46:26.085;-1,8122;19,011;-1347,5;
2025-05-31 17:46:26.086;-1,8146;17,633;-1228,8;
2025-05-31 17:46:26.087;-1,8146;17,104;-1116,7;
2025-05-31 17:46:26.088;-1,774;19,173;-997,46;
2025-05-31 17:46:26.089;-1,7371;16,227;-883,77;
2025-05-31 17:46:26.090;-1,8587;19,783;-762,87;
2025-05-31 17:46:26.091;-1,8146;16,161;-647,65;
2025-05-31 17:46:26.092;-1,7919;19,147;-525,37;
2025-05-31 17:46:26.093;-1,848;17,23;-408,05;
2025-05-31 17:46:26.094;-1,8635;17,912;-286,35;
2025-05-31 17:46:26.095;-1,8122;17,31;-172,88;
2025-05-31 17:46:26.096;-1,7621;17,031;-47,236;
2025-05-31 17:46:26.097;-1,7633;17,372;69,33;
2025-05-31 17:46:26.098;-1,8027;15,322;192,61;
2025-05-31 17:46:26.099;-1,7824;18,556;308,74;
2025-05-31 17:46:26.100;-1,8027;14,4;431,74;
2025-05-31 17:46:26.101;-1,7729;16,401;547,18;
2025-05-31 17:46:26.102;-1,8074;16,029;669,39;
2025-05-31 17:46:26.103;-1,8492;15,265;784,42;
2025-05-31 17:46:26.104;-1,7144;14,99;905,25;
2025-05-31 17:46:26.105;-1,7395;14,814;1017,6;
2025-05-31 17:46:26.106;-1,8003;15,414;1138;
2025-05-31 17:46:26.107;-1,755;12,679;1250,4;
2025-05-31 17:46:26.108;-1,8372;14,794;1368,1;
2025-05-31 17:46:26.109;-1,8408;12,797;1478,4;
2025-05-31 17:46:26.110;-1,8039;13,47;1594,6;
2025-05-31 17:46:26.111;-1,7538;12,138;1703,1;
2025-05-31 17:46:26.112;-1,8074;12,479;1816,7;
2025-05-31 17:46:26.113;-1,8658;11,608;1923,3;
2025-05-31 17:46:26.114;-1,7419;11,208;2033,4;
2025-05-31 17:46:26.115;-1,8134;9,9955;2134,2;
2025-05-31 17:46:26.116;-1,8646;10,359;2243,2;
2025-05-31 17:46:26.117;-1,8301;9,5115;2342,2;
2025-05-31 17:46:26.118;-1,8611;8,2419;2446,7;
2025-05-31 17:46:26.119;-1,8956;8,9619;2542,1;
2025-05-31 17:46:26.120;-1,7669;7,2096;2642,4;
