Time(s);Coil;Accelerometer;Generator;
2025-05-26 20:00:14.000;-0,72296;452,65;1051,6;
2025-05-26 20:00:14.001;0,73423;323,26;2128;
2025-05-26 20:00:14.002;-0,14537;169,5;3054,4;
2025-05-26 20:00:14.003;2,0247;3,919;3771,9;
2025-05-26 20:00:14.004;2,1505;-161,8;4222,2;
2025-05-26 20:00:14.005;-1,4431;-316,38;4372,5;
2025-05-26 20:00:14.006;-2,9895;-447,43;4210,7;
2025-05-26 20:00:14.007;-0,58824;-546,47;3747,3;
2025-05-26 20:00:14.008;0,69485;-606,38;3023,2;
2025-05-26 20:00:14.009;3,1666;-621,56;2087;
2025-05-26 20:00:14.010;-1,6728;-592,28;1011,7;
2025-05-26 20:00:14.011;-2,1632;-519,93;-131,82;
2025-05-26 20:00:14.012;0,024925;-408,73;-1262,7;
2025-05-26 20:00:14.013;1,3771;-268,01;-2309;
2025-05-26 20:00:14.014;1,9336;-107,32;-3196,2;
2025-05-26 20:00:14.015;-0,21969;61,228;-3863,5;
2025-05-26 20:00:14.016;0,98954;225,6;-4260,9;
2025-05-26 20:00:14.017;1,5214;373,67;-4354,3;
2025-05-26 20:00:14.018;1,1912;494,41;-4141,2;
2025-05-26 20:00:14.019;-3,8524;578,87;-3629,2;
2025-05-26 20:00:14.020;-2,4354;619,99;-2865;
2025-05-26 20:00:14.021;-0,60532;618,12;-1899;
2025-05-26 20:00:14.022;0,97778;569,87;-808,39;
2025-05-26 20:00:14.023;2,2943;479,8;341,09;
2025-05-26 20:00:14.024;4,1957;357,26;1461,5;
2025-05-26 20:00:14.025;1,2151;208,52;2487,8;
2025-05-26 20:00:14.026;0,20481;44,572;3340,7;
2025-05-26 20:00:14.027;0,95446;-120,35;3965,1;
2025-05-26 20:00:14.028;-1,9172;-277,84;4310,3;
2025-05-26 20:00:14.029;-1,5988;-415,25;4350,5;
2025-05-26 20:00:14.030;-0,088014;-522,06;4081,5;
2025-05-26 20:00:14.031;2,3264;-592,15;3524,2;
2025-05-26 20:00:14.032;0,90534;-620,14;2723,1;
2025-05-26 20:00:14.032;-3,6755;-605,04;1734,7;
2025-05-26 20:00:14.034;-2,3225;-546,03;632,66;
2025-05-26 20:00:14.035;-1,2208;-447,93;-512,33;
2025-05-26 20:00:14.036;-0,24507;-318,95;-1620,3;
2025-05-26 20:00:14.037;0,80535;-166,49;-2620,1;
2025-05-26 20:00:14.038;1,8806;-1,7426;-3441,9;
2025-05-26 20:00:14.039;1,335;162,12;-4025,3;
2025-05-26 20:00:14.040;0,88004;315,59;-4326,1;
2025-05-26 20:00:14.041;0,16712;445,92;-4318,8;
2025-05-26 20:00:14.042;1,195;544,41;-4006,2;
2025-05-26 20:00:14.043;1,417;603,19;-3406,5;
2025-05-26 20:00:14.044;-0,37797;619,17;-2573,3;
2025-05-26 20:00:14.045;2,0397;592,15;-1558,9;
2025-05-26 20:00:14.046;2,1158;519,74;-443,35;
2025-05-26 20:00:14.047;-1,8433;411,39;706,53;
2025-05-26 20:00:14.048;-0,24535;275,12;1804;
2025-05-26 20:00:14.049;0,21747;116,94;2782,9;
2025-05-26 20:00:14.050;0,92662;-47,779;3567,6;
2025-05-26 20:00:14.051;1,354;-208,79;4107,8;
2025-05-26 20:00:14.052;-1,0195;-356,98;4356,3;
2025-05-26 20:00:14.053;-0,13389;-478,33;4297,5;
2025-05-26 20:00:14.054;0,0042179;-565,16;3934,6;
2025-05-26 20:00:14.055;-1,0605;-612,37;3294,8;
2025-05-26 20:00:14.056;0,75911;-617,44;2429,1;
2025-05-26 20:00:14.057;0,33836;-577,49;1396,7;
2025-05-26 20:00:14.058;-1,1839;-496,39;273,53;
2025-05-26 20:00:14.059;-1,3526;-380,54;-868,38;
2025-05-26 20:00:14.060;0,04395;-237,84;-1949,3;
2025-05-26 20:00:14.061;-0,20535;-77,707;-2900,5;
