Time(s);Coil;Accelerometer;Generator;
2025-05-26 20:03:47.000;-0,89646;80,815;-4015,7;
2025-05-26 20:03:47.001;-0,40372;-58,973;-4300,8;
2025-05-26 20:03:47.002;0,42765;-196,26;-4361,6;
2025-05-26 20:03:47.003;-1,3359;-324,13;-4195,1;
2025-05-26 20:03:47.004;-0,26211;-435,25;-3812,6;
2025-05-26 20:03:47.005;-0,36504;-522,99;-3232,1;
2025-05-26 20:03:47.006;0,25809;-583,19;-2489,4;
2025-05-26 20:03:47.007;1,084;-612,41;-1620,9;
2025-05-26 20:03:47.008;2,0073;-608,93;-672,97;
2025-05-26 20:03:47.009;0,4585;-573,61;309,85;
2025-05-26 20:03:47.010;-0,56668;-508,7;1275,7;
2025-05-26 20:03:47.011;1,3737;-418,26;2179;
2025-05-26 20:03:47.012;0,0086524;-307,45;2973,4;
2025-05-26 20:03:47.013;-0,37047;-181,54;3618,1;
2025-05-26 20:03:47.014;1,6966;-47,93;4081;
2025-05-26 20:03:47.015;-0,024261;86,733;4330,7;
2025-05-26 20:03:47.016;-1,6086;216,59;4361;
2025-05-26 20:03:47.017;-0,46418;334,92;4159,4;
2025-05-26 20:03:47.018;1,5926;436,59;3748,9;
2025-05-26 20:03:47.019;-1,4525;516,68;3140,6;
2025-05-26 20:03:47.020;-3,4892;571,23;2380,7;
2025-05-26 20:03:47.021;-1,0275;598,19;1496,8;
2025-05-26 20:03:47.022;-0,020756;595,5;548,68;
2025-05-26 20:03:47.023;1,7947;562,99;-433,04;
2025-05-26 20:03:47.024;1,696;501,87;-1387;
2025-05-26 20:03:47.025;0,71952;414,51;-2277,1;
2025-05-26 20:03:47.026;2,1542;304,92;-3051,1;
2025-05-26 20:03:47.027;2,1417;178,55;-3675,2;
2025-05-26 20:03:47.028;-2,6936;41,75;-4111,6;
2025-05-26 20:03:47.029;-0,6603;-98,369;-4337,3;
2025-05-26 20:03:47.030;-1,9745;-234,42;-4338,8;
2025-05-26 20:03:47.031;-1,4632;-358,27;-4113,2;
2025-05-26 20:03:47.032;0,24268;-463,76;-3677,4;
2025-05-26 20:03:47.032;2,3424;-544,62;-3050,2;
2025-05-26 20:03:47.034;2,6766;-596,93;-2272,4;
2025-05-26 20:03:47.035;2,6323;-617,21;-1379,2;
2025-05-26 20:03:47.036;0,21758;-604,88;-418,57;
2025-05-26 20:03:47.037;-0,9785;-561,85;563,72;
2025-05-26 20:03:47.038;0,7073;-490,54;1517,9;
2025-05-26 20:03:47.039;0,75006;-394,6;2396,8;
2025-05-26 20:03:47.040;0,38028;-280,22;3157,3;
2025-05-26 20:03:47.041;0,54669;-152,31;3755,3;
2025-05-26 20:03:47.042;-0,55351;-18,351;4167,3;
2025-05-26 20:03:47.043;-2,4728;115,38;4360,3;
