z,s
0.05,0.006545060946604261
0.055,0.007424393461165642
0.06,0.008446428469980838
0.065,0.009691928311180802
0.07,0.01136176049104099
0.075,0.013745690053080024
0.08,0.017206509653437892
0.085,0.022033833790544546
0.09,0.027313974929168264
0.095,0.03320365784024171
0.1,0.03894448462904488
0.105,0.04455212062656835
0.11,0.05017626261229793
0.115,0.055775420529629326
0.12,0.06124980847422242
0.125,0.0662340399196143
0.13,0.07004510466563313
0.135,0.07184333809858215
0.14,0.0711187580412535
0.145,0.06806982286329427
0.15,0.06351779474114977
0.155,0.05841368814493914
0.16,0.05340350384637228
0.165,0.04878876253196516
0.17,0.0446851274091389
0.175,0.041081316786453326
0.18,0.037797079417413185
0.185,0.0345137845543171
0.19,0.030903801450186917
0.195,0.026767711553597598
0.2,0.022151092655042837
