z,s
0.05,0.006608219990924561
0.055,0.007480997833101285
0.06,0.00850970448473027
0.065,0.009814264143601408
0.07,0.011779762314961738
0.075,0.01394758699449784
0.08,0.01765342938095895
0.085,0.022510330951960728
0.09,0.028157117556116357
0.095,0.03394830601903626
0.1,0.03929722922607634
0.105,0.044040439068636514
0.11,0.04865353029239196
0.115,0.05365949918573699
0.12,0.05906674600162469
0.125,0.06422384801246589
0.13,0.06813150682508448
0.135,0.06985193852315752
0.14,0.0689016310573842
0.145,0.06549048613638345
0.15,0.06050179449570005
0.155,0.05510290167695205
0.16,0.05020718858277444
0.165,0.046169748022087086
0.17,0.042848439013443616
0.175,0.03988163662721465
0.18,0.036918878593939455
0.185,0.033692868969035235
0.19,0.030014787361602662
0.195,0.025807538337873557
0.2,0.02119049432229185
