z,s
0.05,0.006699930259123679
0.055,0.007861993979103508
0.06,0.008604170596669168
0.065,0.010204493602578095
0.07,0.012130459179411949
0.075,0.014610657711152608
0.08,0.017963691617183666
0.085,0.022417810528255293
0.09,0.027455633476870123
0.095,0.03291602830312724
0.1,0.038354372780890496
0.105,0.043586926333863914
0.11,0.04867680903546806
0.115,0.05393361297434828
0.12,0.059351913078875204
0.125,0.06432836228147942
0.13,0.06782958759878763
0.135,0.06892934052459351
0.14,0.06735006637756842
0.145,0.06356090627039396
0.15,0.05853949979195856
0.155,0.05332369761763194
0.16,0.04864642968053764
0.165,0.04485064116340985
0.17,0.04193614421370344
0.175,0.03963397357975574
0.18,0.03752087727818301
0.185,0.03510794745227483
0.19,0.03192501925594178
0.195,0.027723881061660162
0.2,0.022689151445743398
