z,s
0.05,0.005771239169116083
0.055,0.007407978938357812
0.06,0.008817409510925488
0.065,0.010207047142435647
0.07,0.011808609638050917
0.075,0.014015279943414862
0.08,0.01751448094745276
0.085,0.02246008948028641
0.09,0.027423113399619354
0.095,0.0321212294032219
0.1,0.03674844732912576
0.105,0.04045566721067963
0.11,0.045369029843577185
0.115,0.05064127671666618
0.12,0.05661429129842785
0.125,0.06273566494858723
0.13,0.0673166565979293
0.135,0.06964123252860614
0.14,0.06924938444589146
0.145,0.06612871231143042
0.15,0.061245848648132914
0.155,0.055936057487467106
0.16,0.05111785873816125
0.165,0.04717017577371897
0.17,0.0440727941243631
0.175,0.04149880344382779
0.18,0.038959972407061054
0.185,0.0359840421261335
0.19,0.03225935040700478
0.195,0.027752900630321906
0.2,0.02272897151006981
