z,s
0.05,0.00935852997482896
0.055,0.008076589090636799
0.06,0.0076291597936835424
0.065,0.008158388535805973
0.07,0.010890591610732034
0.075,0.016189869745625515
0.08,0.02344850879773773
0.085,0.029967397407003354
0.09,0.03441961537119197
0.095,0.038100578799592694
0.1,0.04112318653135008
0.105,0.042802712267531094
0.11,0.043335929116587305
0.115,0.04356183545608433
0.12,0.043789547699830234
0.125,0.044033985090053726
0.13,0.04429708241341456
0.135,0.044552584534852016
0.14,0.04477855319352866
0.145,0.04496664372184813
0.15,0.04511801249061853
0.155,0.04523796139652497
0.16,0.04533261921157932
0.165,0.04540753459660395
0.17,0.04546720038041769
0.175,0.04551511459997378
0.18,0.0455539314132159
0.185,0.04558566054733158
0.19,0.0456118179961236
0.195,0.0456335577165596
0.2,0.045651762494892605
