z,s
0.05,0.010540262673919448
0.055,0.007527913606394154
0.06,0.007525023465705925
0.065,0.008918818823759776
0.07,0.011889080514192822
0.075,0.016754570973989108
0.08,0.022428328190127095
0.085,0.029284512152349992
0.09,0.03380043877553266
0.095,0.036866465792244105
0.1,0.04001109463435362
0.105,0.0408664879907201
0.11,0.04115538757633307
0.115,0.04217307528717272
0.12,0.042981906417528644
0.125,0.04317104464886708
0.13,0.04305356703710803
0.135,0.042908215957656586
0.14,0.04282846124290298
0.145,0.042813452068379235
0.15,0.042839154461265204
0.155,0.04288457770185104
0.16,0.04293647386144836
0.165,0.04298773014331242
0.17,0.04303503657272843
0.175,0.04307717953191133
0.18,0.04311401224296951
0.185,0.04314587875815053
0.19,0.043173310972151886
0.195,0.043196884067194824
0.2,0.04321714616504099
