z,s
0.05,0.009193279694514549
0.055,0.008078935362780662
0.06,0.00728295598581149
0.065,0.008545803077807824
0.07,0.011632098292600403
0.075,0.01754737313689225
0.08,0.02393158954460918
0.085,0.030676370778304058
0.09,0.03567662731939517
0.095,0.03901127642554115
0.1,0.04142903822794795
0.105,0.042445781834897944
0.11,0.04356265124608725
0.115,0.044040846412106455
0.12,0.044184572502122064
0.125,0.04447438634708077
0.13,0.04478870804350514
0.135,0.04499307418977215
0.14,0.04509323110121198
0.145,0.045134386981891206
0.15,0.04514978862991951
0.155,0.045156252103442804
0.16,0.04516065749482864
0.165,0.04516525464065043
0.17,0.045170457544513994
0.175,0.0451760946495198
0.18,0.0451818829069076
0.185,0.0451875815932533
0.19,0.045193027045601214
0.195,0.04519812342158161
0.2,0.04520282518031455
