z,s
0.05,0.00879706615616006
0.055,0.0075786941659172135
0.06,0.007154555002217403
0.065,0.008622520028629276
0.07,0.011988890352047329
0.075,0.017661508749951937
0.08,0.024277442212385644
0.085,0.030900433728376895
0.09,0.03579795974799392
0.095,0.03917081925299498
0.1,0.04130237108420675
0.105,0.04249365506257318
0.11,0.04331976877998871
0.115,0.04375600208496309
0.12,0.044098712663254845
0.125,0.04432961592694751
0.13,0.04445802817038648
0.135,0.04455794868231872
0.14,0.044648115796822194
0.145,0.04472405066300838
0.15,0.04478385502479185
0.155,0.044829697903523126
0.16,0.044864846959193336
0.165,0.044892162354801375
0.17,0.04491376768208435
0.175,0.04493115748899356
0.18,0.04494537265067544
0.185,0.044957145041304075
0.19,0.044967003517430944
0.195,0.04497533495001062
0.2,0.044982431026152785
