z,s
0.05,0.010459894216475129
0.055,0.007840305527540682
0.06,0.007691244352214338
0.065,0.00889879373223193
0.07,0.011954284757018464
0.075,0.016786583247653142
0.08,0.021336854709444807
0.085,0.027753782196583966
0.09,0.0340937953941902
0.095,0.038525132748411656
0.1,0.04032488408962951
0.105,0.040656697335871385
0.11,0.040887929103433814
0.115,0.041676354436433416
0.12,0.042835704180699576
0.125,0.04384163088103688
0.13,0.044554550571427924
0.135,0.04501293623765505
0.14,0.045292848216364825
0.145,0.045458910496636064
0.15,0.045555481277886396
0.155,0.045610609584740315
0.16,0.04564136979606033
0.165,0.04565794489799514
0.17,0.045666328815227177
0.175,0.04567004017370975
0.18,0.04567114827040964
0.185,0.04567084571519646
0.19,0.04566983180268656
0.195,0.04566850602679827
0.2,0.045667092259173404
