z,s
0.05,0.009276426937180119
0.055,0.00803050969378061
0.06,0.007103828679739691
0.065,0.00845206447622947
0.07,0.01182590087417425
0.075,0.017149724884050647
0.08,0.02323699804018323
0.085,0.028977095353543383
0.09,0.034098933558700216
0.095,0.038063104248138656
0.1,0.03951023795979119
0.105,0.04060189294408087
0.11,0.04217658484358435
0.115,0.043246317396294975
0.12,0.04343823605348392
0.125,0.043226666433353905
0.13,0.043040164560904155
0.135,0.04299241061393912
0.14,0.04305038375427872
0.145,0.043160340908301224
0.15,0.043285088142830705
0.155,0.04340519585212649
0.16,0.043512604404028744
0.165,0.0436052107111664
0.17,0.04368362824477482
0.175,0.043749489429696094
0.18,0.043804664209972526
0.185,0.0438509173595606
0.19,0.04388978414206029
0.195,0.04392256026608943
0.2,0.043950312492759075
