z,s
0.05,0.008768917059230193
0.055,0.00740594709335
0.06,0.007100260125382828
0.065,0.008519916138147437
0.07,0.012182119450238383
0.075,0.017977971213140063
0.08,0.024914367880982554
0.085,0.03141900188282845
0.09,0.036412622246665055
0.095,0.03973538147839501
0.1,0.041778900171701445
0.105,0.04300487731557815
0.11,0.04375131209128716
0.115,0.044223874515746386
0.12,0.04453060221434953
0.125,0.0447419546251265
0.13,0.04488868079514738
0.135,0.04499858752369486
0.14,0.04508202829705265
0.145,0.045145411292469385
0.15,0.04519461353474054
0.155,0.04523373495042365
0.16,0.04526538064086259
0.165,0.04529128019048935
0.17,0.045312664480586386
0.175,0.04533045277803366
0.18,0.045345349509541395
0.185,0.0453579027222102
0.19,0.04536854288477364
0.195,0.045377610869269024
0.2,0.045385378431018135
