z,s
0.05,0.009322500057175796
0.055,0.007867242665788258
0.06,0.007339352106111809
0.065,0.008310459641861235
0.07,0.011329799562950868
0.075,0.016433234325812066
0.08,0.022972692865852084
0.085,0.029543890407835866
0.09,0.034890905346172625
0.095,0.038600897329730585
0.1,0.040989916498741
0.105,0.04213075700798211
0.11,0.04261061004558713
0.115,0.0430772460441549
0.12,0.04364391852663448
0.125,0.044140683516818637
0.13,0.044516465338395976
0.135,0.04478869714774813
0.14,0.04498578884133782
0.145,0.045130465675492316
0.15,0.045238546213895225
0.155,0.045320716076736815
0.16,0.04538421270537278
0.165,0.04543401476259832
0.17,0.04547359646649366
0.175,0.04550543779701249
0.18,0.04553131937058932
0.185,0.04555256459863837
0.19,0.04557015857269901
0.195,0.04558484052703428
0.2,0.045597180222865935
