z,s
0.05,0.008893081218695784
0.055,0.007885262921884397
0.06,0.007677478076373725
0.065,0.008609806124909964
0.07,0.011618334144923827
0.075,0.016539384460399254
0.08,0.023642430670674355
0.085,0.02944884139692856
0.09,0.0348963105875627
0.095,0.038487608114512864
0.1,0.04019446464684218
0.105,0.042055164823532984
0.11,0.042706920556417026
0.115,0.04292657136632276
0.12,0.043436192756895475
0.125,0.04390806448376143
0.13,0.044133989310691166
0.135,0.044187906058185566
0.14,0.044176963279819494
0.145,0.04415703624324907
0.15,0.044145993782396115
0.155,0.0441454740390295
0.16,0.044152499938127095
0.165,0.044163820368916556
0.17,0.04417704000832918
0.175,0.044190644645042715
0.18,0.044203771342826756
0.185,0.04421598149576747
0.19,0.044227093960724925
0.195,0.04423707222341846
0.2,0.04424595815375339
