z,s
0.05,0.008808764196892716
0.055,0.007565462447695786
0.06,0.007144830607986971
0.065,0.00867053928392133
0.07,0.012122298122545347
0.075,0.01754061820069652
0.08,0.02439698736325861
0.085,0.030578352918288643
0.09,0.03571130382256383
0.095,0.039039619536224854
0.1,0.04110278793682941
0.105,0.04242922761252712
0.11,0.04316347239034882
0.115,0.04364658836301826
0.12,0.044037334957971075
0.125,0.04420830748646081
0.13,0.04432927412927624
0.135,0.04445901828940322
0.14,0.044574553515946976
0.145,0.044662005102971476
0.15,0.044723889121328984
0.155,0.04476742830729341
0.16,0.04479885403964812
0.165,0.044822379278866495
0.17,0.044840629940174785
0.175,0.0448552216004509
0.18,0.04486716492917249
0.185,0.044877112927472464
0.19,0.044885509418293806
0.195,0.04489266697463107
0.2,0.044898817944205006
