t,z_m,v_m,eds
0.0,0.05,0.0,0.0
0.000505050505050505,0.048316985209628634,-6.4180695083701025,-0.8425854137910775
0.00101010101010101,0.043897175434474404,-10.666827677578976,-1.0331030786842712
0.0015151515151515152,0.037936594187168764,-12.582803747224219,-0.2815525350593413
0.00202020202020202,0.03152051685389361,-12.504801748130468,0.6521448519912201
0.002525252525252525,0.025642125005596046,-10.41318378735995,1.258425306660109
0.0030303030303030303,0.021402701386997812,-5.955697778693235,0.7691572960230604
0.0035353535353535356,0.019992166394020232,0.5818205022864679,-0.0702312737276129
0.00404040404040404,0.021946922751186447,6.8786032562968105,-0.8984792111175819
0.004545454545454545,0.026546345366814852,10.918522176027498,-1.2573318717150948
0.00505050505050505,0.03258673587543497,12.652282375503736,-0.5462281808918031
0.005555555555555556,0.03899571376398293,12.406712260932888,0.36458352680328865
0.006060606060606061,0.04477864410229278,10.127569842733442,1.0183837981320232
0.0065656565656565654,0.04882079369421198,5.462649956913456,0.7149637592011808
0.007070707070707071,0.04995080907398708,-1.1599712416153207,-0.15318936459320023
0.007575757575757576,0.04773505484176517,-7.306221318157085,-0.9200786275546872
0.00808080808080808,0.04297284751545965,-11.139911394657974,-0.8504884898980976
0.008585858585858586,0.03686491403343498,-12.703791132578061,-0.032899071521302004
0.00909090909090909,0.03046915818760336,-12.301628548479593,0.910171187829962
0.009595959595959595,0.02478357113473453,-9.840420354416294,1.2739853378868446
0.0101010101010101,0.02093947565052211,-4.967622673045253,0.6141537635819269
0.010606060606060607,0.020090532611978233,1.737398094850506,-0.2037381020442226
0.011111111111111112,0.0225664289713664,7.732215456806789,-1.0124967482919707
0.011616161616161616,0.02749060952636476,11.358732851293773,-1.2543500603251794
0.012121212121212121,0.0336631257187191,12.745077380228787,-0.44704400453545956
0.012626262626262626,0.04003754339154762,12.174294287859487,0.45658720946618375
0.013131313131313131,0.045611540212911694,9.519984216221628,1.0129012070600711
0.013636363636363636,0.04924098205778273,4.445301785284439,0.5835708568667408
0.014141414141414142,0.04980388843838784,-2.304013792364286,-0.30424953317428555
0.014646464646464647,0.047080825061292075,-8.124054436818657,-0.9785235732887293
0.015151515151515152,0.04201114516553856,-11.549109581225803,-0.7248789210592363
0.015656565656565657,0.03578525507030756,-12.770481645244733,0.1256095961458484
0.01616161616161616,0.029437419403591156,-12.041371242266045,1.0468458403759968
0.016666666666666666,0.02397645970915489,-9.19817059179234,1.2100091978894116
0.01717171717171717,0.020562505166889854,-3.921007288127334,0.4780211004594328
0.017676767676767676,0.020285919923732968,2.8692917188609575,-0.34481407110309087
0.01818181818181818,0.02325525750934304,8.514457256507997,-1.1247679132471864
0.018686868686868686,0.028469505248246905,11.736087360394373,-1.1327170764335828
0.01919191919191919,0.03474508684073614,12.78385116461022,-0.238447364005126
0.019696969696969695,0.04105723622610034,11.884059992774414,0.6511002314846343
0.0202020202020202,0.04638999618650986,8.842210975586044,1.0438947730759889
0.02070707070707071,0.04957262041164317,3.3739662963553263,0.4456937396993315
0.021212121212121213,0.04956124068898637,-3.417234068831767,-0.4513793461293236
0.021717171717171718,0.04636032057563152,-8.870366467775368,-1.057269038235884
0.022222222222222223,0.041017383504236636,-11.896660049750786,-0.6873907277222607
0.022727272727272728,0.03470222739247778,-12.78334862624672,0.18903920295682977
0.023232323232323233,0.028430171495230958,-11.722343075634985,1.067271267095916
0.023737373737373738,0.023226749462239578,-8.484904206730572,1.1167866439934364
0.024242424242424242,0.02027635673635259,-2.8251593523632836,0.3527594792441362
0.024747474747474747,0.020575700303693698,3.9634235945413323,-0.5029772196376284
0.025252525252525252,0.024007332638371997,9.224946964822713,-1.1871006118813991
0.025757575757575757,0.02947780802288771,12.052797472748148,-0.8896943223882061
0.026262626262626262,0.0358281120128379,12.76888493241779,0.033442709170136205
0.026767676767676767,0.04204986495096155,11.534121063642838,0.9023134111326427
0.02727272727272727,0.047108039202921635,8.093058920144221,1.0389048941736436
0.027777777777777776,0.049811564426116006,2.259235562044316,0.2943152263648425
0.028282828282828285,0.04922602296274405,-4.4866693671098945,-0.590288374732195
0.02878787878787879,0.045579571913540895,-9.545374428465568,-1.143759020862506
0.029292929292929294,0.03999667491482385,-12.18461819744663,-0.6785418634888095
0.0297979797979798,0.033620329455040406,-12.742461227680804,0.22193183519592777
0.030303030303030304,0.02745250184270938,-11.342538080043624,1.051976727794708
0.03080808080808081,0.022540510217232954,-7.699778457539656,1.0114708947254762
0.031313131313131314,0.02008474641513526,-1.6919825272736257,0.2168192144443608
0.031818181818181815,0.020956193392733417,5.007946998087774,-0.6573028400465178
0.03232323232323232,0.024816630810625472,9.864455500835255,-1.169844692503787
0.03282828282828283,0.03051049012173267,12.31079170394923,-0.6306578103481011
0.03333333333333333,0.03690758195030005,12.700068070888815,0.2879995926134255
0.03383838383838384,0.04301026229505914,11.122425087537929,1.094962887804873
0.03434343434343434,0.04775957309496811,7.272371442053046,0.9595669703971172
0.03484848484848485,0.04995466157905106,1.1141899823827202,0.14171275303690112
0.03535353535353535,0.048802405115579935,-5.501779016366495,-0.7223650451947691
0.03585858585858586,0.04474458675837992,-10.150284918484687,-1.1896730303276708
0.03636363636363636,0.038954002738544595,-12.414798376239137,-0.6031370480211824
0.03686868686868687,0.03254419805278416,-12.647516358830869,0.3136227796119483
0.03737373737373737,0.026509642060101687,-10.899757493763524,1.0835908860771035
0.03787878787878788,0.02192382149149477,-6.84330439059054,0.9021659120732463
0.03838383838383838,0.019990249777830146,-0.5356890708102078,0.06908049498784914
0.03888888888888889,0.021422767993157336,5.9936280500475,-0.7917099170411912
