z,s
0.05,0.006811414877239697
0.055,0.00773204800675917
0.06,0.007522332853897003
0.065,0.009187897660832627
0.07,0.011470647613725632
0.075,0.014453015939304436
0.08,0.01794774843099973
0.085,0.022486169757994837
0.09,0.027833420701994488
0.095,0.0328334318830132
0.1,0.037102808395122186
0.105,0.04180641657937114
0.11,0.0466889422892794
0.115,0.05120029809464933
0.12,0.055983072006849675
0.125,0.06149009395481464
0.13,0.06624237926317843
0.135,0.06844435199262831
0.14,0.06788279300189795
0.145,0.06532645551394817
0.15,0.061547921407861854
0.155,0.057121148078543675
0.16,0.05255213308449703
0.165,0.04826819346021733
0.17,0.04450471613034273
0.175,0.041224358955108314
0.18,0.03813889109685206
0.185,0.0348567379906837
0.19,0.031059510470506126
0.195,0.026637499433001987
0.2,0.021760433921055145
