z,s
0.05,0.011906622504134599
0.055,0.007244213362529932
0.06,0.008730375842035475
0.065,0.0102627632855655
0.07,0.01184769103969244
0.075,0.014123870284295898
0.08,0.01747413976267557
0.085,0.0222938422044575
0.09,0.027593634710814132
0.095,0.03214897253197024
0.1,0.03683923995538579
0.105,0.04077274574833282
0.11,0.04516096853356331
0.115,0.05073261540868384
0.12,0.05636832761848527
0.125,0.06220683018931655
0.13,0.06690124239515335
0.135,0.06915828388728693
0.14,0.06879378215274101
0.145,0.06609113301502248
0.15,0.061690704771805646
0.155,0.0565541459868113
0.16,0.051551195650034604
0.165,0.047172720106719475
0.17,0.043650316730603884
0.175,0.04097361189846824
0.18,0.038686319309745275
0.185,0.0360210472980549
0.19,0.0324017731116327
0.195,0.027784846218065293
0.2,0.022609350579329942
