z,s
0.05,0.006742432037688285
0.055,0.007725512686839304
0.06,0.009098051967267652
0.065,0.010306979573175123
0.07,0.012019222555105298
0.075,0.0144562420094264
0.08,0.017616537079609123
0.085,0.02168974624347145
0.09,0.026435092178280516
0.095,0.031635997296644125
0.1,0.037086457980637866
0.105,0.042753787039164506
0.11,0.048473537363756536
0.115,0.05404509541550397
0.12,0.05921427499962481
0.125,0.06374388747102308
0.13,0.06720562248080819
0.135,0.06898284690297535
0.14,0.06857128818778582
0.145,0.06596229117647785
0.15,0.061704179402027035
0.155,0.056745507900466244
0.16,0.05208992500460584
0.165,0.048320635815237684
0.17,0.04532805185439179
0.175,0.042645690057056145
0.18,0.039933479709361376
0.185,0.03700410029945553
0.19,0.033619022423553475
0.195,0.02954487337551785
0.2,0.024798188818773444
