z,s
0.05,0.006858240647926348
0.055,0.007769355805321379
0.06,0.008735166387448813
0.065,0.009754967281202254
0.07,0.011861140410094539
0.075,0.014631305084337338
0.08,0.01776563608965779
0.085,0.02193390020755845
0.09,0.026744198707355747
0.095,0.03144868840149561
0.1,0.03608002358956118
0.105,0.040733772158725874
0.11,0.04612111029266435
0.115,0.05216721105714485
0.12,0.058701536221643105
0.125,0.06449029707792991
0.13,0.06857994607781062
0.135,0.06988550060460533
0.14,0.06835569815639025
0.145,0.06472933819367194
0.15,0.060140022106240726
0.155,0.05571408642036883
0.16,0.05192542096091272
0.165,0.048569035872516195
0.17,0.04533778880568063
0.175,0.042191626280009324
0.18,0.0392087247051235
0.185,0.036223705059838136
0.19,0.03280188107429425
0.195,0.028620185255346882
0.2,0.023762110397241316
