z,s
0.05,0.006778734248328322
0.055,0.007948044104048617
0.06,0.008780173120133789
0.065,0.00997178609984982
0.07,0.011537671363913343
0.075,0.014485804505523486
0.08,0.01795128930583735
0.085,0.022121133360978464
0.09,0.02680167831704342
0.095,0.03167029264709361
0.1,0.03604588784986889
0.105,0.04062060857833174
0.11,0.045667065453221904
0.115,0.05181275132630314
0.12,0.05825691524532488
0.125,0.06429740866303653
0.13,0.06861085707551466
0.135,0.07024513840455797
0.14,0.0690392375009458
0.145,0.06535829130557967
0.15,0.06030480491439042
0.155,0.05523377586007881
0.16,0.05106284449758579
0.165,0.04793872234343551
0.17,0.045329440687589505
0.175,0.04256283458126703
0.18,0.039403061822897295
0.185,0.036010171608223035
0.19,0.03240730472078227
0.195,0.02830475996599498
0.2,0.02353915478672071
