z,s
0.05,0.006778516862592184
0.055,0.007794346143442228
0.06,0.008870156806084223
0.065,0.010126888753588234
0.07,0.01080089811455085
0.075,0.01350102508467687
0.08,0.01749102811111645
0.085,0.02258412241535747
0.09,0.02806560289041616
0.095,0.0330962284196172
0.1,0.03800495984554743
0.105,0.04287563948825683
0.11,0.047689302434272884
0.115,0.05236978309825954
0.12,0.05682601948105388
0.125,0.06117412862262408
0.13,0.06503161150363033
0.135,0.06728682936117246
0.14,0.06690573487888593
0.145,0.06397024281116408
0.15,0.059625223084809525
0.155,0.055114503856354094
0.16,0.05107881868931791
0.165,0.047622543154025566
0.17,0.04461690025021723
0.175,0.041812251935845896
0.18,0.03886682365017074
0.185,0.035435654072611976
0.19,0.03129434527355705
0.195,0.026454995316350784
0.2,0.02122728809720374
