z,s
0.05,0.006873915685274322
0.055,0.007722484707251381
0.06,0.008722394600936469
0.065,0.00978674655184409
0.07,0.01199091315480947
0.075,0.014595264275313819
0.08,0.017735015721381402
0.085,0.021875727672346704
0.09,0.026747725097247457
0.095,0.03138312359482002
0.1,0.036096147940083194
0.105,0.04081653069615527
0.11,0.046199957807076426
0.115,0.052433187059344306
0.12,0.058917578295463166
0.125,0.06471999143180267
0.13,0.06861982112009078
0.135,0.06982983217441627
0.14,0.06833420154230928
0.145,0.06469478417711291
0.15,0.060119600148044065
0.155,0.05576080044579544
0.16,0.05203863011735338
0.165,0.04871022222591797
0.17,0.0454251355325179
0.175,0.04217906189170576
0.18,0.03916721738505207
0.185,0.03625121631447196
0.19,0.032905450045508766
0.195,0.02873253255564619
0.2,0.023841711096817018
