z,s
0.05,0.006191489890357763
0.055,0.00763788592781227
0.06,0.009051233706375315
0.065,0.010126402034562134
0.07,0.011715404524488446
0.075,0.013931636844194576
0.08,0.017740246429127342
0.085,0.022486289474504043
0.09,0.027164926361318904
0.095,0.03212032584550517
0.1,0.03616344610977012
0.105,0.04069445986426655
0.11,0.045359418361696456
0.115,0.05102133492257618
0.12,0.05740294282606494
0.125,0.06328412619489407
0.13,0.06804193929966118
0.135,0.07024521521258364
0.14,0.06946687053168255
0.145,0.06615344526567
0.15,0.06111768166235837
0.155,0.055487783896991195
0.16,0.05043250705791648
0.165,0.046685076282367864
0.17,0.04417083058286308
0.175,0.042102724272568344
0.18,0.039588721223167686
0.185,0.036237508726606554
0.19,0.03218446227834719
0.195,0.027683880471595222
0.2,0.022871066594733366
