z,s
0.05,0.006807044714218609
0.055,0.007789282671154405
0.06,0.008830858299719609
0.065,0.010716353756747496
0.07,0.010777952458473385
0.075,0.013652510925973482
0.08,0.017682136917473
0.085,0.022747194725610622
0.09,0.027878568886054354
0.095,0.033116278326900075
0.1,0.03821530268306028
0.105,0.04294514094101791
0.11,0.04712518218961231
0.115,0.05087224228205561
0.12,0.055446526063272904
0.125,0.0614748783484956
0.13,0.06690587585091046
0.135,0.0694227723596987
0.14,0.06880265364965213
0.145,0.06600415438767801
0.15,0.06201075191484947
0.155,0.05755584745618586
0.16,0.053151580352861466
0.165,0.04904938087599334
0.17,0.045273960932613176
0.175,0.04170918867881729
0.18,0.0381853491192832
0.185,0.03453810538872991
0.19,0.030586856739272066
0.195,0.026180548563765605
0.2,0.02136981358033769
