z,s
0.05,0.006801648415051079
0.055,0.007757789170225046
0.06,0.007422610137679514
0.065,0.009395834995025514
0.07,0.011644807168723468
0.075,0.014469173525437667
0.08,0.017905266396603826
0.085,0.022455653587351434
0.09,0.02774974601004786
0.095,0.03252796415372754
0.1,0.03727537524488005
0.105,0.04209875881004358
0.11,0.046291112322954325
0.115,0.05038109320104331
0.12,0.05617931896181217
0.125,0.062393549201755036
0.13,0.06666004926135287
0.135,0.06870101027261051
0.14,0.06857520767969523
0.145,0.06624402403930937
0.15,0.06222872249689428
0.155,0.05741015997984357
0.16,0.05248042809399187
0.165,0.04783912552087846
0.17,0.04373790610558786
0.175,0.040324167181865864
0.18,0.03747181647782458
0.185,0.03469266217144296
0.19,0.031363902775159984
0.195,0.02712741840704028
0.2,0.022143679058640998
