z,s
0.05,0.006898420622144712
0.055,0.007832440176314863
0.06,0.009023613606672257
0.065,0.010430356567063856
0.07,0.012174448464255246
0.075,0.014467811537383052
0.08,0.017637936489596995
0.085,0.021816401358912284
0.09,0.02694235945645118
0.095,0.03263064885581922
0.1,0.03830377611733559
0.105,0.043504466706483697
0.11,0.04826298682418163
0.115,0.05310284591753136
0.12,0.058433754372268436
0.125,0.06380329637531187
0.13,0.06799056691271849
0.135,0.06979252774119113
0.14,0.06882812768733396
0.145,0.06569066493707283
0.15,0.061413847200829326
0.155,0.056833825500102006
0.16,0.052462882738643066
0.165,0.04862996660366281
0.17,0.04545245104387601
0.175,0.04274834200268207
0.18,0.04013623082464959
0.185,0.03728681132059494
0.19,0.03395144611286906
0.195,0.029926202263760186
0.2,0.0252275333039838
