z,s
0.05,0.006649406666032483
0.055,0.007800082653551994
0.06,0.0088458362776088
0.065,0.010042670495930826
0.07,0.011461686634182297
0.075,0.014189810502280817
0.08,0.018045543332388773
0.085,0.02219384361305213
0.09,0.027053570967409058
0.095,0.031606375722427436
0.1,0.036310040476668345
0.105,0.040488639008508305
0.11,0.045553817361855896
0.115,0.05120029151357538
0.12,0.05769804188341599
0.125,0.06374278821919249
0.13,0.06825449488141028
0.135,0.07024955577652105
0.14,0.06907105515567678
0.145,0.06534812130529488
0.15,0.0603721150174633
0.155,0.055343108525059595
0.16,0.051066967619547855
0.165,0.047728082881964014
0.17,0.04495611781181337
0.175,0.042259950039337996
0.18,0.03934229668590306
0.185,0.036083840555083076
0.19,0.03237984622652236
0.195,0.02809571246815326
0.2,0.023264023374248325
