z,s
0.05,0.0068898821117740604
0.055,0.007696551226352424
0.06,0.008707220999083325
0.065,0.009856791420462679
0.07,0.012114344424414282
0.075,0.01454478925916591
0.08,0.01770006517102378
0.085,0.021846332347284222
0.09,0.02670201755230175
0.095,0.03138006376065793
0.1,0.03606065379065624
0.105,0.040911344591409785
0.11,0.04635121642907408
0.115,0.05269050426231929
0.12,0.059120991823788785
0.125,0.06478886413144175
0.13,0.06852109972121696
0.135,0.06976969108304933
0.14,0.06831577491661729
0.145,0.06477460670187288
0.15,0.06031160267597696
0.155,0.055935744223595714
0.16,0.05210485437705746
0.165,0.04869415517295436
0.17,0.045399096713635845
0.175,0.042191147172232796
0.18,0.039211264620069436
0.185,0.036306742499349634
0.19,0.032973556851644215
0.195,0.02881352470927184
0.2,0.023921903693768166
