z,s
0.05,0.006844839176327469
0.055,0.006433093855519309
0.06,0.008329437128320964
0.065,0.010067922738451607
0.07,0.011968482085251482
0.075,0.014310370922195522
0.08,0.017700728272084108
0.085,0.0221110841398941
0.09,0.02741820366663402
0.095,0.032863357538382224
0.1,0.036783395524753335
0.105,0.04101036169332123
0.11,0.04580912516513431
0.115,0.050536110353473274
0.12,0.05628926609867861
0.125,0.06239556796341854
0.13,0.06690437014603652
0.135,0.06922892088456309
0.14,0.06913742953583982
0.145,0.066487612905129
0.15,0.06191415510786406
0.155,0.05656593356465608
0.16,0.051408503269642455
0.165,0.04702131320817039
0.17,0.04361379464216824
0.175,0.040950759022599884
0.18,0.03846207185980405
0.185,0.035561024724146455
0.19,0.031890614104282115
0.195,0.02740486145385275
0.2,0.02237106736052054
