z,s
0.05,0.004419085853023766
0.055,0.0026695732864592263
0.06,0.0013286028436859767
0.065,0.00029721583587718776
0.07,0.00042772899599557583
0.075,0.00045359939454923845
0.08,0.0008100636630725483
0.085,0.0016024073360272778
0.09,0.0027982198274878103
0.095,0.004534588807169597
0.1,0.0069905301237326465
0.105,0.010464648313908548
0.11,0.015581073764694134
0.115,0.02227384133338641
0.12,0.029823819227314623
0.125,0.03697125184276944
0.13,0.04228398394667356
0.135,0.04457804772459608
0.14,0.0433119538595946
0.145,0.03881838765954018
0.15,0.0321868135202186
0.155,0.0248684398802429
0.16,0.018163889898074218
0.165,0.012822326784546348
0.17,0.008963712723654517
0.175,0.006322296022946065
0.18,0.004544206715938613
0.185,0.0033395240668263135
0.19,0.002508783857140411
0.195,0.001923393421003355
0.2,0.0015017306652954842
