z,s
0.05,0.004831967686888558
0.055,0.003398913572853668
0.06,0.0014453535955212206
0.065,0.00045725313096029867
0.07,0.0003659094032197317
0.075,0.0003754081597512279
0.08,0.0009788983941904407
0.085,0.0015121661140502232
0.09,0.0025864807304615696
0.095,0.004128193516906704
0.1,0.0062858575351754705
0.105,0.00937145258715771
0.11,0.013606974816524264
0.115,0.019092788616405326
0.12,0.025446870584668123
0.125,0.03159948198205768
0.13,0.03618303449119256
0.135,0.038074730249218015
0.14,0.03675678673417374
0.145,0.03259537955263797
0.15,0.0267035415484704
0.155,0.020422396727984057
0.16,0.014820531474833193
0.165,0.010429720007564678
0.17,0.007279470199144378
0.175,0.005127770890784058
0.18,0.0036811531260274592
0.185,0.0027023104719966894
0.19,0.0020281703051345922
0.195,0.0015536752263212669
0.2,0.0012122302000882926
