z,s
0.05,0.004582307286635479
0.055,0.0028398585474546894
0.06,0.002303299319581183
0.065,0.0027880094994655377
0.07,0.0006008014101537116
0.075,0.0003753246296201342
0.08,0.0006780903225379016
0.085,0.001406843305227572
0.09,0.00248666604458369
0.095,0.0039781157082455386
0.1,0.0060577089301399045
0.105,0.00915281280200316
0.11,0.012021310234341387
0.115,0.014191585443263767
0.12,0.022257231673259954
0.125,0.03242843409242458
0.13,0.040671315142804636
0.135,0.044785078375367326
0.14,0.043978898463263354
0.145,0.038994442468293346
0.15,0.03164231348723622
0.155,0.02389964615676914
0.16,0.01716279052090367
0.165,0.012005877384239019
0.17,0.00836834138577487
0.175,0.0059051687777898825
0.18,0.004252256158708538
0.185,0.0031317469839266714
0.19,0.002357472480936636
0.195,0.0018105559757236364
0.2,0.0014156919580139936
