z,s
0.05,0.004459107201796274
0.055,0.0026870419855433312
0.06,0.0013167841138076208
0.065,0.00043907808127119813
0.07,0.00040560245854795923
0.075,0.0005155582678599416
0.08,0.0009137789916813365
0.085,0.0018285391907950771
0.09,0.0034783178956890675
0.095,0.006454234139232319
0.1,0.011564991097448674
0.105,0.017708171860841924
0.11,0.0247556633691888
0.115,0.03305021032184962
0.12,0.04223885588682263
0.125,0.05110326920113663
0.13,0.05799323838239756
0.135,0.06139528203505155
0.14,0.06042113802553902
0.145,0.05512298365515871
0.15,0.04655254274837188
0.155,0.03648018739573539
0.16,0.026811857615902882
0.165,0.01888971696339626
0.17,0.01310893273049849
0.175,0.009160064139349333
0.18,0.006522821505493319
0.185,0.004753263702189841
0.19,0.00354460354396236
0.195,0.002700315012772297
0.2,0.0020968611149012584
