z,s
0.05,0.004482388764733391
0.055,0.002680402929647237
0.06,0.001406494149743975
0.065,0.00046010575428239147
0.07,0.0004959410883491567
0.075,0.0006919945720392237
0.08,0.00149542710106207
0.085,0.0040294399306662395
0.09,0.005603203882539885
0.095,0.006654925976439267
0.1,0.008320146988956742
0.105,0.011330013408843827
0.11,0.015926973391078077
0.115,0.021987834822657978
0.12,0.029065394822965652
0.125,0.036063305952369486
0.13,0.04142692491323612
0.135,0.043727957491736864
0.14,0.04227127548541359
0.145,0.037431628118009395
0.15,0.030516188576382622
0.155,0.023168302467333535
0.16,0.01668853488625288
0.165,0.0116846472336231
0.17,0.008143508837790607
0.175,0.0057445122945781755
0.18,0.004135153153414757
0.185,0.0030445694540391665
0.19,0.00229122535220823
0.195,0.0017592459411297373
0.2,0.0013752695585107092
