Time(s);Coil;Accelerometer;Generator;
2025-05-26 19:56:50.000;1,3007;5,478;4083,1;
2025-05-26 19:56:50.001;2,3743;15,030;4360,8;
2025-05-26 19:56:50.002;0,49078;23,101;4220,2;
2025-05-26 19:56:50.003;-0,0011108;28,932;3648;
2025-05-26 19:56:50.004;-0,26281;31,909;2733,9;
2025-05-26 19:56:50.005;-0,1822;31,781;1547,8;
2025-05-26 19:56:50.006;-1,4935;28,543;226,96;
2025-05-26 19:56:50.007;-0,14231;22,513;-1119,5;
2025-05-26 19:56:50.008;1,4247;14,243;-2355,2;
2025-05-26 19:56:50.009;1,1738;4,587;-3371,2;
2025-05-26 19:56:50.010;-0,075772;-5,551;-4059,6;
2025-05-26 19:56:50.011;-0,53307;-15,209;-4352;
2025-05-26 19:56:50.012;0,27425;-23,376;-4212,5;
2025-05-26 19:56:50.013;0,41098;-29,305;-3654,6;
2025-05-26 19:56:50.014;0,51567;-32,380;-2735,9;
2025-05-26 19:56:50.015;2,9559;-32,277;-1557,5;
2025-05-26 19:56:50.016;-1,7674;-29,021;-225,37;
2025-05-26 19:56:50.017;-1,0538;-22,869;1121,5;
2025-05-26 19:56:50.018;0,3131;-14,467;2370,8;
2025-05-26 19:56:50.019;0,94557;-4,631;3383;
2025-05-26 19:56:50.020;1,8809;5,750;4079,1;
2025-05-26 19:56:50.021;1,3832;15,545;4361;
2025-05-26 19:56:50.022;-0,71608;23,841;4224,2;
2025-05-26 19:56:50.023;-0,66432;29,849;3654,7;
2025-05-26 19:56:50.024;-2,3631;32,905;2741,7;
2025-05-26 19:56:50.025;-1,3454;32,733;1555,5;
2025-05-26 19:56:50.026;0,23961;29,357;234,28;
2025-05-26 19:56:50.027;2,3758;23,100;-1113;
2025-05-26 19:56:50.028;1,7755;14,560;-2349,2;
2025-05-26 19:56:50.029;-0,45516;4,623;-3365,8;
2025-05-26 19:56:50.030;-0,10545;-5,744;-4056,3;
2025-05-26 19:56:50.031;0,26119;-15,533;-4351,7;
2025-05-26 19:56:50.032;-1,6359;-23,786;-4215,8;
2025-05-26 19:56:50.032;-1,6651;-29,688;-3661,2;
2025-05-26 19:56:50.034;0,32457;-32,667;-2745,7;
2025-05-26 19:56:50.035;2,1571;-32,468;-1569,1;
2025-05-26 19:56:50.036;2,3771;-29,107;-238,43;
2025-05-26 19:56:50.037;-1,8019;-22,899;1107;
2025-05-26 19:56:50.038;-1,236;-14,508;2357,3;
2025-05-26 19:56:50.039;0,19718;-4,760;3372,3;
2025-05-26 19:56:50.040;0,73882;5,461;4073;
2025-05-26 19:56:50.041;0,97977;15,068;4360,3;
2025-05-26 19:56:50.042;2,9607;23,177;4228,7;
2025-05-26 19:56:50.043;0,68319;29,032;3663,5;
2025-05-26 19:56:50.044;-2,3728;32,013;2753,4;
2025-05-26 19:56:50.045;-0,80074;31,876;1568,7;
2025-05-26 19:56:50.046;-1,0173;28,619;247,68;
2025-05-26 19:56:50.047;-0,9118;22,570;-1100,5;
2025-05-26 19:56:50.048;0,60122;14,306;-2339,1;
2025-05-26 19:56:50.049;-0,43698;4,636;-3359,3;
2025-05-26 19:56:50.050;-0,5759;-5,484;-4053;
2025-05-26 19:56:50.051;-0,096907;-15,101;-4351;
2025-05-26 19:56:50.052;1,4023;-23,263;-4217,6;
2025-05-26 19:56:50.053;1,845;-29,155;-3664,7;
2025-05-26 19:56:50.054;2,6321;-32,212;-2751,6;
2025-05-26 19:56:50.055;0,089572;-32,135;-1577,5;
2025-05-26 19:56:50.056;0,092564;-28,924;-248,38;
2025-05-26 19:56:50.057;-1,3229;-22,836;1096,6;
2025-05-26 19:56:50.058;0,41535;-14,519;2347,7;
2025-05-26 19:56:50.059;-0,11624;-4,775;3364,7;
2025-05-26 19:56:50.060;-0,69889;5,507;4068,4;
2025-05-26 19:56:50.061;-0,41399;15,220;4359,6;
2025-05-26 19:56:50.062;-0,61016;23,454;4232,4;
2025-05-26 19:56:50.063;-0,84046;29,421;3671,7;
2025-05-26 19:56:50.064;1,5293;32,503;2766,1;
2025-05-26 19:56:50.065;-0,074103;32,391;1584,5;
2025-05-26 19:56:50.065;-1,6529;29,116;263,92;
2025-05-26 19:56:50.067;0,80462;22,994;-1086,1;
2025-05-26 19:56:50.068;1,9095;14,606;-2327;
2025-05-26 19:56:50.069;3,9317;4,819;-3350,6;
2025-05-26 19:56:50.070;-0,21309;-5,424;-4047,8;
2025-05-26 19:56:50.071;1,1805;-15,122;-4349,9;
2025-05-26 19:56:50.072;-0,25006;-23,327;-4220,3;
2025-05-26 19:56:50.073;-3,6153;-29,248;-3671,2;
2025-05-26 19:56:50.074;-1,9964;-32,286;-2759,8;
2025-05-26 19:56:50.075;-1,6299;-32,192;-1586,1;
2025-05-26 19:56:50.076;0,42585;-28,976;-256,9;
2025-05-26 19:56:50.077;1,9435;-22,917;1088,9;
2025-05-26 19:56:50.078;2,8681;-14,695;2341,2;
2025-05-26 19:56:50.079;0,74749;-5,065;3358,9;
2025-05-26 19:56:50.080;0,71136;5,066;4064,2;
2025-05-26 19:56:50.081;1,3658;14,637;4358,2;
2025-05-26 19:56:50.082;3,3741;22,763;4234,7;
2025-05-26 19:56:50.083;0,32344;28,704;3677,8;
2025-05-26 19:56:50.084;-2,1525;31,819;2774,9;
2025-05-26 19:56:50.085;-0,64649;31,826;1595,5;
2025-05-26 19:56:50.086;1,1078;28,734;277,04;
2025-05-26 19:56:50.087;0,77264;22,833;-1071,7;
2025-05-26 19:56:50.088;-1,0912;14,656;-2313,4;
2025-05-26 19:56:50.089;1,2859;5,062;-3339,4;
2025-05-26 19:56:50.090;-0,54617;-5,051;-4041,1;
2025-05-26 19:56:50.091;0,13819;-14,728;-4348,8;
2025-05-26 19:56:50.092;-0,090124;-22,966;-4224;
2025-05-26 19:56:50.093;2,5965;-28,993;-3678,7;
2025-05-26 19:56:50.094;2,1084;-32,191;-2770,4;
2025-05-26 19:56:50.095;-3,799;-32,215;-1598,1;
2025-05-26 19:56:50.096;-1,111;-29,104;-269,37;
2025-05-26 19:56:50.097;0,28446;-23,105;1077,1;
2025-05-26 19:56:50.098;2,1605;-14,809;2330,8;
2025-05-26 19:56:50.099;1,2249;-5,047;3351,8;
2025-05-26 19:56:50.100;0,16911;5,249;4060,4;
2025-05-26 19:56:50.101;0,10178;15,019;4357,3;
2025-05-26 19:56:50.102;1,8897;23,346;4236,1;
2025-05-26 19:56:50.103;0,72911;29,397;3681,5;
2025-05-26 19:56:50.104;-1,3773;32,551;2781,5;
2025-05-26 19:56:50.105;-1,6895;32,498;1604,6;
2025-05-26 19:56:50.106;-2,5395;29,274;287,62;
2025-05-26 19:56:50.107;-0,40266;23,181;-1060,7;
2025-05-26 19:56:50.108;1,0723;14,780;-2303,4;
2025-05-26 19:56:50.109;2,1261;4,992;-3332;
2025-05-26 19:56:50.110;-0,26795;-5,276;-4036,8;
2025-05-26 19:56:50.111;0,50142;-15,044;-4348,2;
2025-05-26 19:56:50.112;0,54174;-23,307;-4228,3;
2025-05-26 19:56:50.113;1,6976;-29,290;-3688,1;
2025-05-26 19:56:50.114;2,2768;-32,382;-2784,1;
2025-05-26 19:56:50.115;-1,0361;-32,326;-1615;
2025-05-26 19:56:50.116;-3;-29,142;-287,12;
2025-05-26 19:56:50.117;-0,40546;-23,120;1061,4;
2025-05-26 19:56:50.118;0,36207;-14,856;2318;
2025-05-26 19:56:50.119;0,65748;-5,183;3342,8;
2025-05-26 19:56:50.120;1,6477;4,995;4055,5;
2025-05-26 19:56:50.121;0,95302;14,673;4356,8;
2025-05-26 19:56:50.122;2,3102;22,871;4240;
2025-05-26 19:56:50.123;-0,32861;28,863;3688,5;
2025-05-26 19:56:50.124;-2,3291;32,024;2790,1;
2025-05-26 19:56:50.125;-1,6983;32,050;1613,3;
2025-05-26 19:56:50.126;-1,2061;28,951;296,06;
2025-05-26 19:56:50.127;0,26932;22,997;-1053,1;
2025-05-26 19:56:50.128;1,0474;14,753;-2296,4;
2025-05-26 19:56:50.129;-0,1535;5,095;-3325,6;
2025-05-26 19:56:50.130;-0,23728;-5,112;-4032,6;
2025-05-26 19:56:50.131;-0,12394;-14,851;-4347,3;
2025-05-26 19:56:50.131;0,69399;-23,129;-4231,3;
2025-05-26 19:56:50.133;1,5262;-29,174;-3695,1;
2025-05-26 19:56:50.134;4,0427;-32,371;-2794,4;
2025-05-26 19:56:50.135;1,1108;-32,381;-1627,4;
2025-05-26 19:56:50.136;-3,1628;-29,230;-300,99;
2025-05-26 19:56:50.137;-0,43341;-23,211;1046,2;
2025-05-26 19:56:50.138;0,21124;-14,908;2304,1;
2025-05-26 19:56:50.139;-0,45339;-5,150;3331,9;
2025-05-26 19:56:50.140;-0,053587;5,144;4049,3;
2025-05-26 19:56:50.141;0,20656;14,913;4356,2;
2025-05-26 19:56:50.142;1,4183;23,212;4245;
2025-05-26 19:56:50.143;1,1615;29,270;3698;
2025-05-26 19:56:50.144;-3,5727;32,459;2802,9;
2025-05-26 19:56:50.145;-1,8571;32,466;1628;
2025-05-26 19:56:50.146;-0,030591;29,335;311,26;
2025-05-26 19:56:50.146;1,3612;23,350;-1038,9;
2025-05-26 19:56:50.148;3,296;15,060;-2284,9;
2025-05-26 19:56:50.149;1,548;5,355;-3318;
2025-05-26 19:56:50.150;-1,2807;-4,869;-4028,8;
2025-05-26 19:56:50.151;-0,96219;-14,620;-4347;
2025-05-26 19:56:50.152;-2,7519;-22,905;-4233,9;
2025-05-26 19:56:50.153;-0,9771;-28,990;-3699,9;
2025-05-26 19:56:50.154;-0,53326;-32,220;-2802,1;
2025-05-26 19:56:50.155;1,1025;-32,294;-1638,2;
2025-05-26 19:56:50.156;-0,28146;-29,240;-313,47;
2025-05-26 19:56:50.157;0,048731;-23,323;1033,5;
2025-05-26 19:56:50.158;2,272;-15,130;2292,1;
2025-05-26 19:56:50.159;3,2827;-5,503;3322,3;
2025-05-26 19:56:50.160;2,1382;4,683;4043,4;
2025-05-26 19:56:50.161;-0,34274;14,374;4355,1;
2025-05-26 19:56:50.162;0,53309;22,623;4248,7;
2025-05-26 19:56:50.163;2,2388;28,688;3707,3;
2025-05-26 19:56:50.164;1,7113;31,885;2816,9;
2025-05-26 19:56:50.165;-1,5982;31,944;1645,7;
2025-05-26 19:56:50.166;-1,5217;28,874;329,5;
2025-05-26 19:56:50.167;-0,81913;22,950;-1022,3;
2025-05-26 19:56:50.168;0,053845;14,738;-2271;
2025-05-26 19:56:50.169;-0,44177;5,099;-3308;
2025-05-26 19:56:50.170;1,0954;-5,062;-4023;
2025-05-26 19:56:50.171;1,2046;-14,744;-4345,5;
2025-05-26 19:56:50.172;3,1604;-22,979;-4236,7;
2025-05-26 19:56:50.173;-0,012614;-28,982;-3706,7;
2025-05-26 19:56:50.174;-1,3272;-32,134;-2810,8;
2025-05-26 19:56:50.175;-0,60919;-32,158;-1647,4;
2025-05-26 19:56:50.176;-0,083937;-29,063;-322,73;
2025-05-26 19:56:50.177;0,98432;-23,070;1024,7;
2025-05-26 19:56:50.178;-0,38786;-14,851;2284,7;
2025-05-26 19:56:50.179;0,26774;-5,194;3315,9;
2025-05-26 19:56:50.180;0,023184;5,040;4038,9;
2025-05-26 19:56:50.181;-0,21665;14,731;4353,7;
2025-05-26 19:56:50.182;-0,93717;22,985;4251,4;
2025-05-26 19:56:50.183;1,1041;29,056;3713,7;
2025-05-26 19:56:50.184;2,8642;32,289;2826,7;
2025-05-26 19:56:50.185;-0,59999;32,356;1657,7;
2025-05-26 19:56:50.186;-1,5172;29,310;343,67;
2025-05-26 19:56:50.187;-1,197;23,418;-1006,9;
2025-05-26 19:56:50.188;-1,8183;15,196;-2256,2;
2025-05-26 19:56:50.189;-0,3485;5,534;-3295,8;
2025-05-26 19:56:50.190;-1,1657;-4,677;-4015,1;
2025-05-26 19:56:50.191;-1,1617;-14,459;-4343,6;
2025-05-26 19:56:50.192;-0,68058;-22,826;-4240,4;
2025-05-26 19:56:50.193;0,74287;-28,977;-3714,7;
2025-05-26 19:56:50.194;-1,7595;-32,277;-2822,4;
2025-05-26 19:56:50.195;-1,8402;-32,434;-1660,7;
2025-05-26 19:56:50.196;-0,082316;-29,437;-336,77;
2025-05-26 19:56:50.197;0,94595;-23,518;1011,4;
2025-05-26 19:56:50.198;2,4966;-15,289;2272,9;
2025-05-26 19:56:50.199;3,643;-5,614;3307,8;
2025-05-26 19:56:50.200;6,042;4,678;4034,4;
2025-05-26 19:56:50.201;1,9845;14,459;4352,4;
2025-05-26 19:56:50.202;-0,59257;22,794;4252,6;
2025-05-26 19:56:50.203;2,1834;28,928;3717,8;
2025-05-26 19:56:50.204;-1,299;32,176;2833,7;
2025-05-26 19:56:50.205;-1,9356;32,248;1667,2;
2025-05-26 19:56:50.206;0,1994;29,176;354,86;
2025-05-26 19:56:50.207;2,1538;23,205;-995,23;
2025-05-26 19:56:50.208;2,6389;14,926;-2245,7;
2025-05-26 19:56:50.209;-1,024;5,217;-3287,7;
2025-05-26 19:56:50.210;1,5456;-5,011;-4010,4;
2025-05-26 19:56:50.211;-0,4357;-14,785;-4342,7;
2025-05-26 19:56:50.212;-1,7748;-23,094;-4244,2;
2025-05-26 19:56:50.213;0,61319;-29,174;-3723,6;
2025-05-26 19:56:50.214;0,29659;-32,423;-2835,6;
2025-05-26 19:56:50.215;-0,47516;-32,500;-1677,1;
2025-05-26 19:56:50.216;1,6767;-29,430;-354,33;
2025-05-26 19:56:50.217;0,15956;-23,475;995,99;
2025-05-26 19:56:50.218;0,54124;-15,236;2260,4;
2025-05-26 19:56:50.219;1,6907;-5,527;3298,8;
2025-05-26 19:56:50.220;-0,61724;4,747;4029,4;
2025-05-26 19:56:50.221;-0,98109;14,544;4351,7;
2025-05-26 19:56:50.222;-0,42439;22,916;4256;
2025-05-26 19:56:50.223;-0,58685;29,080;3724;
2025-05-26 19:56:50.224;1,3231;32,400;2841,5;
2025-05-26 19:56:50.225;2,5176;32,559;1675,3;
2025-05-26 19:56:50.226;-3,5407;29,545;362,52;
2025-05-26 19:56:50.227;-2,4524;23,646;-988,59;
2025-05-26 19:56:50.228;-0,44644;15,433;-2239,9;
2025-05-26 19:56:50.229;0,022421;5,730;-3282,3;
2025-05-26 19:56:50.230;-0,382;-4,539;-4006,7;
2025-05-26 19:56:50.231;0,46981;-14,348;-4342;
2025-05-26 19:56:50.232;0,79069;-22,746;-4247;
2025-05-26 19:56:50.233;1,8506;-28,911;-3730,2;
2025-05-26 19:56:50.234;1,1014;-32,222;-2845,4;
2025-05-26 19:56:50.235;0,74956;-32,377;-1688,9;
2025-05-26 19:56:50.236;1,7918;-29,368;-367,36;
2025-05-26 19:56:50.237;-0,87807;-23,455;981,61;
2025-05-26 19:56:50.238;1,4454;-15,270;2246,8;
2025-05-26 19:56:50.239;0,75382;-5,611;3288,1;
2025-05-26 19:56:50.240;0,0009992;4,628;4022,9;
