Time(s);Coil;Accelerometer;Generator;
2025-05-26 20:06:35.000;-12,496;0,883;-191,71;
2025-05-26 20:06:35.001;-8,2867;3,056;328,2;
2025-05-26 20:06:35.002;-3,9417;5,246;841,14;
2025-05-26 20:06:35.003;-0,73843;7,454;1345;
2025-05-26 20:06:35.004;2,3899;9,651;1828,3;
2025-05-26 20:06:35.005;7,2305;11,763;2288,4;
2025-05-26 20:06:35.006;13,766;13,818;2714,4;
2025-05-26 20:06:35.007;18,639;15,713;3105,7;
2025-05-26 20:06:35.008;21,296;17,344;3451,4;
2025-05-26 20:06:35.009;20,732;18,752;3750,9;
2025-05-26 20:06:35.010;19,009;19,857;3995,3;
2025-05-26 20:06:35.011;20,133;20,607;4185,9;
2025-05-26 20:06:35.012;21,057;21,025;4314,2;
2025-05-26 20:06:35.013;12,754;21,109;4383,5;
2025-05-26 20:06:35.014;6,3199;20,846;4386,5;
2025-05-26 20:06:35.015;2,6875;20,239;4328,9;
2025-05-26 20:06:35.016;-2,1314;19,389;4206,7;
2025-05-26 20:06:35.017;-7,7312;18,210;4026,9;
2025-05-26 20:06:35.018;-13,087;16,741;3785,9;
2025-05-26 20:06:35.019;-16,167;15,064;3494,9;
2025-05-26 20:06:35.020;-18,67;13,085;3150,8;
2025-05-26 20:06:35.021;-19,45;10,899;2766,6;
2025-05-26 20:06:35.022;-20,137;8,542;2339,6;
2025-05-26 20:06:35.023;-18,144;6,014;1885;
2025-05-26 20:06:35.024;-15,14;3,408;1400,4;
2025-05-26 20:06:35.025;-10,538;0,787;901,65;
2025-05-26 20:06:35.026;-5,2329;-1,810;387,53;
2025-05-26 20:06:35.027;-3,8838;-4,291;-129;
2025-05-26 20:06:35.028;-8,7271;-6,603;-645,68;
2025-05-26 20:06:35.029;-6,5219;-8,749;-1150,8;
2025-05-26 20:06:35.030;-1,0481;-10,662;-1642,4;
2025-05-26 20:06:35.031;3,7187;-12,366;-2109,4;
2025-05-26 20:06:35.032;7,933;-13,884;-2549,6;
2025-05-26 20:06:35.032;12,052;-15,186;-2952,5;
2025-05-26 20:06:35.034;14,888;-16,389;-3316,4;
2025-05-26 20:06:35.035;17,676;-17,460;-3633,2;
2025-05-26 20:06:35.036;18,647;-18,328;-3900;
2025-05-26 20:06:35.037;14,851;-19,133;-4109,8;
2025-05-26 20:06:35.038;14,373;-19,699;-4263,2;
2025-05-26 20:06:35.039;13,233;-20,000;-4353,9;
2025-05-26 20:06:35.040;6,7551;-20,050;-4383,6;
2025-05-26 20:06:35.041;2,3338;-19,700;-4348,8;
2025-05-26 20:06:35.042;-0,49001;-18,992;-4252,6;
2025-05-26 20:06:35.043;-5,5353;-17,917;-4093,6;
2025-05-26 20:06:35.044;-9,3416;-16,499;-3877;
2025-05-26 20:06:35.045;-12,438;-14,796;-3604,1;
2025-05-26 20:06:35.046;-14,545;-12,867;-3281,6;
2025-05-26 20:06:35.047;-16,07;-10,816;-2911,4;
2025-05-26 20:06:35.048;-16,293;-8,700;-2501,5;
2025-05-26 20:06:35.049;-15,61;-6,602;-2056,9;
2025-05-26 20:06:35.050;-13,877;-4,515;-1584,5;
2025-05-26 20:06:35.051;-11,704;-2,503;-1089,4;
2025-05-26 20:06:35.052;-8,6352;-0,541;-579,94;
2025-05-26 20:06:35.053;-5,7846;1,393;-62,094;
