t,eds
0.0,0.0
2.0004000800160035e-05,-0.000500011892072939
4.000800160032007e-05,-0.001000027885839636
6.0012002400480104e-05,-0.0015000467311206442
8.001600320064014e-05,-0.002000067177487331
0.00010002000400080017,-0.0025000879741114267
0.00012002400480096021,-0.003000107869605343
0.00014002800560112026,-0.0035001256118679627
0.00016003200640128028,-0.0040001399479467
0.0001800360072014403,-0.004500149623853068
0.00020004000800160035,-0.005000153384448928
0.0002200440088017604,-0.005500149973238514
0.00024004800960192042,-0.006000138132279287
0.00026005201040208044,-0.006500116601967842
0.0002800560112022405,-0.0070000841209376646
0.00030006001200240054,-0.007500039425865384
0.00032006401280256056,-0.007999981251328697
0.0003400680136027206,-0.008499908329669334
0.0003600720144028806,-0.008999819390838208
0.0003800760152030407,-0.009499713162191298
0.0004000800160032007,-0.009999588368439043
0.0004200840168033607,-0.01049944373137353
0.0004400880176035208,-0.010999277969814496
0.0004600920184036808,-0.011499089799406536
0.00048009601920384083,-0.011998877932452785
0.0005001000200040009,-0.012498641077816595
0.0005201040208041609,-0.01299837794073143
0.000540108021604321,-0.013498087222663269
0.000560112022404481,-0.013997767621125437
0.000580116023204641,-0.014497417829589734
0.0006001200240048011,-0.01499703653726814
0.000620124024804961,-0.015496622429021096
0.0006401280256051211,-0.015996174185166
0.0006601320264052812,-0.01649569048133495
0.0006801360272054412,-0.016995169988345892
0.0007001400280056012,-0.01749461137199621
0.0007201440288057612,-0.017994013292966238
0.0007401480296059213,-0.018493374406706946
0.0007601520304060813,-0.018992693363159247
0.0007801560312062413,-0.019491968806735416
0.0008001600320064014,-0.019991199376074915
0.0008201640328065615,-0.020490383703988778
0.0008401680336067214,-0.020989520417197243
0.0008601720344068815,-0.021488608136318553
0.0008801760352070416,-0.021987645475559793
0.0009001800360072016,-0.02248663104274366
0.0009201840368073616,-0.022985563439017198
0.0009401880376075216,-0.023484441258763845
0.0009601920384076817,-0.023983263089445747
0.0009801960392078416,-0.024482027511486856
0.0010002000400080018,-0.02498073309811853
0.0010202040408081618,-0.02547937845684304
0.0010402080416083218,-0.02597796292788819
0.001060212042408482,-0.026476485306835773
0.001080216043208642,-0.02697494407186692
0.0011002200440088019,-0.02747333769657432
0.001120224044808962,-0.027971664649908596
0.001140228045609122,-0.028469923395884063
0.001160232046409282,-0.028968112393587157
0.001180236047209442,-0.029466230097000168
0.0012002400480096021,-0.029964274954766078
0.001220244048809762,-0.0304622454102386
0.001240248049609922,-0.030960139901087046
0.0012602520504100823,-0.03145795685935801
0.0012802560512102422,-0.03195569471127013
0.0013002600520104022,-0.03245335187703905
0.0013202640528105624,-0.032950926770813446
0.0013402680536107223,-0.03344841780048217
0.0013602720544108823,-0.0339458233675093
0.0013802760552110425,-0.03444314186687347
0.0014002800560112025,-0.03494037168684977
0.0014202840568113624,-0.03543751120901921
0.0014402880576115224,-0.035934558807899045
0.0014602920584116826,-0.03643151285098316
0.0014802960592118425,-0.03692837169856831
0.0015003000600120025,-0.037425133703604826
0.0015203040608121627,-0.03792179721158658
0.0015403080616123227,-0.03841836056034228
0.0015603120624124826,-0.038914822079964294
0.0015803160632126428,-0.039411180092768346
0.0016003200640128028,-0.03990743291295239
0.0016203240648129627,-0.04040357884658899
0.001640328065613123,-0.040899616191472504
0.001660332066413283,-0.04139554323705035
0.0016803360672134429,-0.04189135826416902
0.001700340068013603,-0.0423870595450603
0.001720344068813763,-0.04288264534312902
0.001740348069613923,-0.043378113912837496
0.0017603520704140832,-0.04387346349963207
0.0017803560712142431,-0.044368692339785645
0.001800360072014403,-0.044863798660351895
0.001820364072814563,-0.0453587806786614
0.0018403680736147233,-0.045853636602791785
0.0018603720744148832,-0.04634836463102182
0.0018803760752150432,-0.04684296295180547
0.0019003800760152034,-0.04733742974367713
0.0019203840768153633,-0.047831763175169954
0.0019403880776155233,-0.04832596140450471
0.0019603920784156833,-0.0488200225798371
0.0019803960792158432,-0.04931394483855737
0.0020004000800160036,-0.04980772630782924
0.0020204040808161636,-0.05030136510404726
0.0020404080816163236,-0.050794859332810555
0.0020604120824164835,-0.05128820708873111
0.0020804160832166435,-0.05178140645553613
0.0021004200840168035,-0.0522744555057345
0.002120424084816964,-0.052767352300669285
0.002140428085617124,-0.05326009489024263
0.002160432086417284,-0.0537526813128627
0.0021804360872174438,-0.054245109595361704
0.0022004400880176037,-0.05473737775285976
0.0022204440888177637,-0.05522948378865634
0.002240448089617924,-0.05572142569411153
0.002260452090418084,-0.05621320144843685
0.002280456091218244,-0.05670480901887702
0.002300460092018404,-0.05719624636021168
0.002320464092818564,-0.057687511415007116
0.002340468093618724,-0.05817860211312707
0.002360472094418884,-0.058669516371974394
0.0023804760952190443,-0.059160252096310095
0.0024004800960192043,-0.05965080717789813
0.0024204840968193642,-0.06014117949576511
0.002440488097619524,-0.06063136691579866
0.002460492098419684,-0.06112136729074373
0.002480496099219844,-0.061611178460147895
0.0025005001000200045,-0.062100798250355284
0.0025205041008201645,-0.06259022447395994
0.0025405081016203245,-0.06307945493037573
0.0025605121024204845,-0.06356848740512729
0.0025805161032206444,-0.06405731967009101
0.0026005201040208044,-0.06454594948332294
0.0026205241048209644,-0.06503437458885267
0.0026405281056211248,-0.065522592716824
0.0026605321064212847,-0.0660106015832225
0.0026805361072214447,-0.06649839888973784
0.0027005401080216047,-0.06698598232367887
0.0027205441088217646,-0.06747334955820884
0.0027405481096219246,-0.06796049825178511
0.002760552110422085,-0.06844742604830678
0.002780556111222245,-0.06893413057695386
0.002800560112022405,-0.06942060945232562
0.002820564112822565,-0.06990686027389363
0.002840568113622725,-0.07039288062639855
0.002860572114422885,-0.07087866807938929
0.002880576115223045,-0.07136422018746878
0.002900580116023205,-0.07184953448988561
0.002920584116823365,-0.07233460851066598
0.002940588117623525,-0.07281943975847041
0.002960592118423685,-0.073304025726429
0.002980596119223845,-0.07378836389226505
0.003000600120024005,-0.07427245171796135
0.0030206041208241654,-0.07475628664998418
0.0030406081216243254,-0.07523986611888897
0.0030606121224244854,-0.07572318753931694
0.0030806161232246453,-0.07620624831012617
0.0031006201240248053,-0.07668904581417976
0.0031206241248249653,-0.07717157741826347
0.0031406281256251257,-0.07765384047283402
0.0031606321264252856,-0.07813583231242448
0.0031806361272254456,-0.07861755025509433
0.0032006401280256056,-0.07909899160257156
0.0032206441288257655,-0.07958015364027653
0.0032406481296259255,-0.08006103363686715
0.0032606521304260855,-0.0805416288447801
0.003280656131226246,-0.08102193649959934
0.003300660132026406,-0.08150195382029547
0.003320664132826566,-0.08198167800919079
0.0033406681336267258,-0.08246110625167127
0.0033606721344268857,-0.0829402357160878
0.0033806761352270457,-0.08341906355440051
0.003400680136027206,-0.08389758690085619
0.003420684136827366,-0.08437580287327139
0.003440688137627526,-0.08485370857204456
0.003460692138427686,-0.08533130108050463
0.003480696139227846,-0.08580857746473379
0.003500700140028006,-0.08628553477352285
0.0035207041408281663,-0.08676217003847012
0.0035407081416283263,-0.08723848027381212
0.0035607121424284863,-0.08771446247613573
0.0035807161432286462,-0.08819011362486781
0.003600720144028806,-0.08866543068159893
0.003620724144828966,-0.08914041059072186
0.003640728145629126,-0.08961505027883435
0.0036607321464292865,-0.0900893466549017
0.0036807361472294465,-0.09056329661007179
0.0037007401480296065,-0.09103689701812581
0.0037207441488297664,-0.09151014473484222
0.0037407481496299264,-0.09198303659813944
0.0037607521504300864,-0.09245556942823334
0.0037807561512302468,-0.09292774002758597
0.0038007601520304067,-0.09339954518034152
0.0038207641528305667,-0.09387098165319141
0.0038407681536307267,-0.09434204619444322
0.0038607721544308866,-0.09481273553476391
0.0038807761552310466,-0.0952830463864863
0.0039007801560312066,-0.09575297544409028
0.0039207841568313665,-0.0962225193838407
0.0039407881576315265,-0.09669167486394538
0.0039607921584316865,-0.09716043852467467
0.003980796159231847,-0.0976288069877951
0.004000800160032007,-0.09809677685714403
0.004020804160832167,-0.09856434471818637
0.004040808161632327,-0.0990315071385718
0.004060812162432487,-0.0994982606671625
0.004080816163232647,-0.09996460183503071
0.004100820164032807,-0.10043052748119649
0.004120824164832967,-0.100896034438656
0.004140828165633127,-0.10136111922058887
0.004160832166433287,-0.10182577832430394
0.004180836167233447,-0.10229000822997203
0.004200840168033607,-0.10275380540140115
0.004220844168833767,-0.10321716628579426
0.004240848169633928,-0.10368008731370038
0.004260852170434088,-0.10414256489926074
0.004280856171234248,-0.10460459543973329
0.004300860172034408,-0.10506617531591449
0.004320864172834568,-0.10552730089186699
0.004340868173634728,-0.10598796851510761
0.0043608721744348876,-0.10644817451659688
0.0043808761752350475,-0.10690791521062311
0.0044008801760352075,-0.10736718689470669
0.0044208841768353675,-0.10782598585013047
0.004440888177635527,-0.10828430834125202
0.004460892178435687,-0.10874215061589863
0.004480896179235848,-0.10919950890523673
0.004500900180036008,-0.1096563794239574
0.004520904180836168,-0.11011275837046014
0.004540908181636328,-0.11056864192584731
0.004560912182436488,-0.11102402625538965
0.004580916183236648,-0.11147890750769952
0.004600920184036808,-0.11193328181457428
0.004620924184836968,-0.11238714529151592
0.004640928185637128,-0.11284049403728555
0.004660932186437288,-0.11329332413490258
0.004680936187237448,-0.11374563165014347
0.004700940188037608,-0.11419741263285374
0.004720944188837768,-0.11464866311620697
0.004740948189637929,-0.11509937911730708
0.004760952190438089,-0.1155495566367253
0.004780956191238249,-0.11599919165874904
0.0048009601920384086,-0.116448280151371
0.0048209641928385685,-0.11689681806664298
0.0048409681936387285,-0.11734480133986633
0.0048609721944388885,-0.11779222589066936
0.004880976195239048,-0.11823908762215082
0.004900980196039208,-0.11868538242168218
0.004920984196839368,-0.11913110616031569
0.004940988197639528,-0.11957625469299475
0.004960992198439688,-0.1200208238590846
0.004980996199239848,-0.12046480948154109
0.005001000200040009,-0.12090820736758705
0.005021004200840169,-0.12135101330879791
0.005041008201640329,-0.12179322308087798
0.005061012202440489,-0.12223483244348862
0.005081016203240649,-0.12267583714082128
0.005101020204040809,-0.12311623290147089
0.005121024204840969,-0.12355601543826912
0.005141028205641129,-0.1239951804485381
0.005161032206441289,-0.12443372361411824
0.005181036207241449,-0.12487164060180145
0.005201040208041609,-0.12530892706200433
0.005221044208841769,-0.12574557863090088
0.005241048209641929,-0.126181590929025
0.0052610522104420895,-0.12661695956155272
0.0052810562112422495,-0.1270516801184415
0.0053010602120424095,-0.1274857481750727
0.0053210642128425694,-0.1279191592913795
0.005341068213642729,-0.1283519090127308
0.005361072214442889,-0.12878399286946635
0.005381076215243049,-0.12921540637682516
0.005401080216043209,-0.12964614503606295
0.005421084216843369,-0.1300762043332244
0.005441088217643529,-0.130505579739766
0.005461092218443689,-0.1309342667132193
0.005481096219243849,-0.13136226069612936
0.005501100220044009,-0.13178955711698714
