Time(s);Coil;Accelerometer;Generator;
2025-05-26 20:07:39.000;0,54097;-216,11;999,79;
2025-05-26 20:07:39.001;-0,45893;-203,1;620,46;
2025-05-26 20:07:39.002;0,50493;-188,94;241,75;
2025-05-26 20:07:39.003;2,1936;-173,18;-143,99;
2025-05-26 20:07:39.004;1,7541;-157,09;-522,87;
2025-05-26 20:07:39.005;1,1405;-139,61;-903,56;
2025-05-26 20:07:39.006;-1,2048;-121,28;-1270,7;
2025-05-26 20:07:39.007;-0,89873;-102,6;-1635,4;
2025-05-26 20:07:39.008;-0,73028;-83,051;-1981,6;
2025-05-26 20:07:39.009;1,0183;-63,187;-2318,9;
2025-05-26 20:07:39.010;2,3605;-42,586;-2632,1;
2025-05-26 20:07:39.011;2,5176;-21,177;-2931,2;
2025-05-26 20:07:39.012;2,9261;0,81024;-3202,3;
2025-05-26 20:07:39.013;4,4408;23,811;-3455;
2025-05-26 20:07:39.014;2,6922;47,549;-3675,3;
2025-05-26 20:07:39.015;-0,76037;72,222;-3873,6;
2025-05-26 20:07:39.016;0,16955;97,514;-4035,9;
2025-05-26 20:07:39.017;0,18846;122,65;-4172;
2025-05-26 20:07:39.018;-1,0613;148,21;-4270,5;
2025-05-26 20:07:39.019;-0,82306;173,19;-4341,1;
2025-05-26 20:07:39.020;-1,222;196,93;-4371,6;
2025-05-26 20:07:39.021;-1,7515;219,78;-4373,4;
2025-05-26 20:07:39.022;-0,47596;240,63;-4334,9;
2025-05-26 20:07:39.023;-0,27062;259,31;-4267,7;
2025-05-26 20:07:39.024;-2,6986;275,73;-4160,8;
2025-05-26 20:07:39.025;-0,42222;289,14;-4026,9;
2025-05-26 20:07:39.026;-0,73012;299,34;-3855,2;
2025-05-26 20:07:39.027;1,1199;306,25;-3659,8;
2025-05-26 20:07:39.028;0,74826;309,47;-3428,6;
2025-05-26 20:07:39.029;1,3166;308,96;-3178,2;
2025-05-26 20:07:39.030;-0,79235;304,85;-2896,2;
2025-05-26 20:07:39.031;-2,8347;297,04;-2598,6;
2025-05-26 20:07:39.032;-1,7032;286,12;-2274,4;
2025-05-26 20:07:39.032;-2,5523;271,87;-1939,5;
2025-05-26 20:07:39.034;-0,8829;254,91;-1583,1;
2025-05-26 20:07:39.035;1,8508;235,71;-1221,6;
2025-05-26 20:07:39.036;0,86853;214,46;-845,65;
2025-05-26 20:07:39.037;-3,7355;191,65;-468,53;
2025-05-26 20:07:39.038;-1,2319;168,32;-81,541;
2025-05-26 20:07:39.039;0,11962;144,19;298,82;
2025-05-26 20:07:39.040;1,0596;119,56;683,46;
2025-05-26 20:07:39.041;-0,1658;95,514;1055,8;
2025-05-26 20:07:39.042;1,3217;71,582;1427,4;
2025-05-26 20:07:39.043;2,1275;48,088;1781,1;
2025-05-26 20:07:39.044;3,0902;25,728;2128,7;
2025-05-26 20:07:39.045;4,073;4,14;2453;
2025-05-26 20:07:39.046;5,3374;-16,654;2765,4;
2025-05-26 20:07:39.047;7,0363;-36,465;3049,5;
2025-05-26 20:07:39.048;6,284;-55,273;3318,7;
2025-05-26 20:07:39.049;2,9349;-73,44;3554,2;
2025-05-26 20:07:39.050;1,4789;-91,363;3770,1;
2025-05-26 20:07:39.051;0,8628;-108,51;3949,6;
