Time(s);Coil;Accelerometer;Generator;
2025-05-26 20:03:04.000;0,50123;1,542;3323,6;
2025-05-26 20:03:04.001;1,2108;1,2648;3904,5;
2025-05-26 20:03:04.002;2,3005;-0,073931;4260,9;
2025-05-26 20:03:04.003;-1,7271;-2,8604;4373,9;
2025-05-26 20:03:04.004;-0,41816;-6,165;4233,8;
2025-05-26 20:03:04.005;-1,0117;-9,2736;3848,9;
2025-05-26 20:03:04.006;-0,99533;-10,883;3248;
2025-05-26 20:03:04.007;0,80858;-10,614;2462,4;
2025-05-26 20:03:04.008;1,2768;-8,5571;1543,5;
2025-05-26 20:03:04.009;2,0754;-4,4902;539,63;
2025-05-26 20:03:04.010;2,9522;1,541;-490,22;
2025-05-26 20:03:04.011;-0,067403;7,1202;-1495,1;
2025-05-26 20:03:04.012;-0,17532;11,515;-2416,5;
2025-05-26 20:03:04.013;-1,0314;14,772;-3205;
2025-05-26 20:03:04.014;-1,8461;15,16;-3815;
2025-05-26 20:03:04.015;-1,1329;12,755;-4208,1;
2025-05-26 20:03:04.016;0,57014;8,4272;-4364;
2025-05-26 20:03:04.017;-1,2919;3,0761;-4264,3;
2025-05-26 20:03:04.018;-4,2048;-2,1091;-3921,9;
2025-05-26 20:03:04.019;-1,6155;-6,2787;-3350,4;
2025-05-26 20:03:04.020;-0,4524;-8,048;-2594;
2025-05-26 20:03:04.021;1,2383;-7,0423;-1687,7;
2025-05-26 20:03:04.022;2,6041;-4,3109;-693,96;
2025-05-26 20:03:04.023;3,4764;0,030615;344,44;
2025-05-26 20:03:04.024;-0,77057;4,4638;1357,9;
2025-05-26 20:03:04.025;1,0179;6,9016;2300,5;
2025-05-26 20:03:04.026;0,79417;7,3339;3112,2;
2025-05-26 20:03:04.027;-1,0619;4,5436;3754,4;
2025-05-26 20:03:04.028;-0,67177;-0,67391;4179,6;
2025-05-26 20:03:04.029;-0,47828;-7,0296;4368,1;
2025-05-26 20:03:04.030;0,0007131;-13,45;4302,5;
2025-05-26 20:03:04.031;1,8729;-18,058;3989,2;
2025-05-26 20:03:04.032;-1,3015;-19,11;3448,1;
2025-05-26 20:03:04.032;-0,57466;-16,283;2711,8;
2025-05-26 20:03:04.034;0,79859;-10,001;1826,5;
2025-05-26 20:03:04.035;3,1792;-0,94571;842,3;
2025-05-26 20:03:04.036;2,3043;9,0813;-185,57;
2025-05-26 20:03:04.037;1,0342;17,534;-1205,4;
2025-05-26 20:03:04.038;0,09403;22,408;-2156,4;
2025-05-26 20:03:04.039;-1,5766;22,925;-2990,6;
2025-05-26 20:03:04.040;-0,21364;18,347;-3657,5;
2025-05-26 20:03:04.041;-0,0047348;9,7357;-4118,6;
2025-05-26 20:03:04.042;-0,23549;-0,84176;-4345,6;
2025-05-26 20:03:04.043;-1,2719;-10,965;-4319,9;
2025-05-26 20:03:04.044;-0,3099;-17,834;-4047,1;
2025-05-26 20:03:04.045;-1,4768;-19,543;-3539,5;
2025-05-26 20:03:04.046;1,427;-14,99;-2834;
2025-05-26 20:03:04.047;0,36901;-5,0539;-1964,3;
2025-05-26 20:03:04.048;-1,2682;7,9584;-993,74;
2025-05-26 20:03:04.049;0,73421;20,688;39,345;
2025-05-26 20:03:04.050;2,015;29,698;1062,8;
2025-05-26 20:03:04.051;1,3256;31,115;2034,6;
2025-05-26 20:03:04.052;1,3716;23,005;2888;
2025-05-26 20:03:04.053;0,653;6,1509;3586;
2025-05-26 20:03:04.054;1,0938;-17,817;4076,9;
2025-05-26 20:03:04.055;0,82758;-43,128;4339,2;
2025-05-26 20:03:04.056;-3,4522;-62,193;4348,6;
2025-05-26 20:03:04.057;-1,9984;-69,164;4108;
2025-05-26 20:03:04.058;-0,78776;-56,516;3632,4;
2025-05-26 20:03:04.059;0,32104;-19,782;2949,7;
2025-05-26 20:03:04.060;2,5358;41,159;2105,3;
2025-05-26 20:03:04.061;-0,68237;123,44;1143,4;
2025-05-26 20:03:04.062;-2,0686;219,99;123,53;
2025-05-26 20:03:04.063;0,37377;320,16;-905,79;
2025-05-26 20:03:04.064;1,1747;410,71;-1882,8;
2025-05-26 20:03:04.065;3,2761;478,9;-2759;
2025-05-26 20:03:04.065;0,54805;513,78;-3479,5;
2025-05-26 20:03:04.067;-0,25128;507,03;-4005,2;
2025-05-26 20:03:04.068;0,019584;454,9;-4303,7;
2025-05-26 20:03:04.069;0,75642;359,49;-4352,3;
2025-05-26 20:03:04.070;1,0765;228,18;-4152,6;
2025-05-26 20:03:04.071;-2,1187;71,606;-3708,9;
2025-05-26 20:03:04.072;-1,9585;-96,325;-3059,2;
2025-05-26 20:03:04.073;-0,49516;-260,55;-2230,7;
2025-05-26 20:03:04.074;0,447;-406,63;-1286,3;
2025-05-26 20:03:04.075;1,2307;-523,19;-263,09;
2025-05-26 20:03:04.076;1,8726;-602,32;766,2;
2025-05-26 20:03:04.077;3,2422;-639,71;1761,2;
2025-05-26 20:03:04.078;0,63876;-635,53;2652,6;
2025-05-26 20:03:04.079;-0,99859;-593,11;3401,4;
