Time(s);Coil;Accelerometer;Generator;
2025-05-26 20:06:57.000;18,949;-283,67;-1862,4;
2025-05-26 20:06:57.001;21,264;-307,3;-2302;
2025-05-26 20:06:57.002;23,778;-326,69;-2709;
2025-05-26 20:06:57.003;24,533;-340,65;-3085,3;
2025-05-26 20:06:57.004;25,097;-349,32;-3418,4;
2025-05-26 20:06:57.005;22,955;-353,26;-3711;
2025-05-26 20:06:57.006;21,525;-352,59;-3951,7;
2025-05-26 20:06:57.007;11,56;-347,21;-4144,6;
2025-05-26 20:06:57.008;-3,9252;-337,67;-4279,4;
2025-05-26 20:06:57.009;-9,2459;-323,96;-4361,1;
2025-05-26 20:06:57.010;-11,766;-307,09;-4381,6;
2025-05-26 20:06:57.011;-17,575;-286,88;-4348,6;
2025-05-26 20:06:57.012;-22,733;-263,06;-4252,7;
2025-05-26 20:06:57.013;-20,084;-237,01;-4104,2;
2025-05-26 20:06:57.014;-26,057;-208,42;-3897,8;
2025-05-26 20:06:57.015;-23,79;-178,31;-3643,8;
2025-05-26 20:06:57.016;-19,024;-146,82;-3338,2;
2025-05-26 20:06:57.017;-16,399;-114,42;-2993,4;
2025-05-26 20:06:57.018;-15,074;-81,377;-2605,9;
2025-05-26 20:06:57.019;-10,312;-47,025;-2189;
2025-05-26 20:06:57.020;-6,0697;-11,81;-1740,4;
2025-05-26 20:06:57.021;-0,85145;24,623;-1274,4;
2025-05-26 20:06:57.022;3,2854;62,465;-787,8;
2025-05-26 20:06:57.023;6,6881;101,43;-294,87;
2025-05-26 20:06:57.024;11,948;141,01;204,79;
2025-05-26 20:06:57.025;16,925;180,94;697,41;
2025-05-26 20:06:57.026;20,863;219,56;1186,1;
2025-05-26 20:06:57.027;18,929;256,34;1655,1;
2025-05-26 20:06:57.028;23,3;290,24;2107,9;
2025-05-26 20:06:57.029;21,621;319,4;2529;
2025-05-26 20:06:57.030;15,949;342,28;2923,2;
2025-05-26 20:06:57.031;17,852;360,13;3274,2;
2025-05-26 20:06:57.032;15,406;370,52;3589,4;
2025-05-26 20:06:57.032;8,8098;373,31;3852,5;
2025-05-26 20:06:57.034;4,2598;370,84;4071;
2025-05-26 20:06:57.035;-1,4441;361,94;4230,8;
2025-05-26 20:06:57.036;-7,213;347,78;4340,7;
2025-05-26 20:06:57.037;-12,264;329,96;4387,1;
2025-05-26 20:06:57.038;-16,468;308,52;4381,5;
2025-05-26 20:06:57.039;-19,228;284,35;4312,2;
2025-05-26 20:06:57.040;-20,872;257,88;4190,8;
2025-05-26 20:06:57.041;-21,449;228,84;4009,3;
2025-05-26 20:06:57.042;-20,495;197,78;3779,7;
2025-05-26 20:06:57.043;-18,662;164,67;3495,6;
2025-05-26 20:06:57.044;-15,134;129,17;3171,7;
2025-05-26 20:06:57.045;-11,7;91,462;2802;
2025-05-26 20:06:57.046;-6,5524;52,248;2402,2;
2025-05-26 20:06:57.047;-3,7972;11,269;1966,5;
2025-05-26 20:06:57.048;-0,89963;-30,546;1511,4;
2025-05-26 20:06:57.049;4,1485;-71,922;1032,7;
2025-05-26 20:06:57.050;9,3767;-112,35;546,01;
2025-05-26 20:06:57.051;12,186;-152,22;47,903;
2025-05-26 20:06:57.052;11,313;-189,53;-445,06;
2025-05-26 20:06:57.053;16,467;-223,48;-937,82;
