Time(s);Coil;Accelerometer;Generator;
2025-05-26 19:59:14.000;-0,94612;9,711;3463,6;
2025-05-26 19:59:14.001;-0,041332;0,008;2552,8;
2025-05-26 19:59:14.002;2,0571;-9,638;1443,1;
2025-05-26 19:59:14.003;-1,1415;-18,524;212,27;
2025-05-26 19:59:14.004;-1,8052;-25,833;-1027;
2025-05-26 19:59:14.005;0,33551;-30,945;-2189,1;
2025-05-26 19:59:14.006;-0,24511;-33,535;-3170,9;
2025-05-26 19:59:14.007;-0,89195;-33,312;-3894,5;
2025-05-26 19:59:14.008;-0,22543;-30,313;-4292,8;
2025-05-26 19:59:14.009;-0,27951;-24,856;-4328,9;
2025-05-26 19:59:14.010;0,5298;-17,324;-3998,4;
2025-05-26 19:59:14.011;-0,0045917;-8,331;-3331,2;
2025-05-26 19:59:14.012;0,78031;1,226;-2385,5;
2025-05-26 19:59:14.013;2,5069;10,704;-1248,8;
2025-05-26 19:59:14.014;3,674;19,359;-6,8941;
2025-05-26 19:59:14.015;1,9796;26,317;1229,7;
2025-05-26 19:59:14.016;-2,2022;31,113;2374,8;
2025-05-26 19:59:14.017;-0,15227;33,377;3318,4;
2025-05-26 19:59:14.018;0,64719;32,833;3998;
2025-05-26 19:59:14.019;0,93149;29,538;4332,2;
2025-05-26 19:59:14.020;-1,4684;23,788;4312,8;
2025-05-26 19:59:14.021;-0,153;16,096;3918,9;
2025-05-26 19:59:14.022;1,6816;7,016;3206,9;
2025-05-26 19:59:14.023;1,6951;-2,679;2222,8;
2025-05-26 19:59:14.024;-2,627;-12,141;1067;
2025-05-26 19:59:14.025;-2,8392;-20,603;-178,63;
2025-05-26 19:59:14.026;-1,0627;-27,362;-1402,5;
2025-05-26 19:59:14.027;-0,018813;-31,836;-2517,7;
2025-05-26 19:59:14.028;0,25825;-33,663;-3426,3;
2025-05-26 19:59:14.029;-0,97431;-32,657;-4054,2;
2025-05-26 19:59:14.030;0,10226;-28,928;-4343,6;
2025-05-26 19:59:14.031;0,92268;-22,799;-4266,3;
2025-05-26 19:59:14.032;-0,48233;-14,716;-3826,4;
2025-05-26 19:59:14.032;-0,37122;-5,413;-3066,1;
2025-05-26 19:59:14.034;1,3836;4,315;-2049,2;
2025-05-26 19:59:14.035;3,1056;13,690;-869,98;
2025-05-26 19:59:14.036;4,4029;21,880;383,94;
2025-05-26 19:59:14.037;0,32091;28,256;1600,8;
2025-05-26 19:59:14.038;0,55955;32,276;2696,1;
2025-05-26 19:59:14.039;-0,59506;33,533;3560,6;
2025-05-26 19:59:14.040;-0,048115;32,015;4142;
2025-05-26 19:59:14.041;-0,18653;27,830;4365,8;
2025-05-26 19:59:14.042;1,3936;21,331;4229,5;
2025-05-26 19:59:14.043;-2,2449;13,081;3726,7;
2025-05-26 19:59:14.044;-1,5324;3,763;2923,1;
2025-05-26 19:59:14.045;0,51219;-5,872;1872;
2025-05-26 19:59:14.046;2,451;-14,979;680,32;
2025-05-26 19:59:14.047;-2,4054;-22,840;-568,86;
2025-05-26 19:59:14.048;-2,4698;-28,827;-1767,5;
2025-05-26 19:59:14.049;-0,5776;-32,387;-2826,5;
