Time(s);Coil;Accelerometer;Generator;
2025-05-27 09:26:55.000;25,555;110,05;-3424;
2025-05-27 09:26:55.001;32,852;187,56;-3686;
2025-05-27 09:26:55.002;33,246;260,2;-3829;
2025-05-27 09:26:55.003;43,617;325,13;-3855,1;
2025-05-27 09:26:55.004;26,816;382,2;-3756,6;
2025-05-27 09:26:55.005;13,961;427,97;-3542;
2025-05-27 09:26:55.006;9,3343;461,51;-3211,9;
2025-05-27 09:26:55.007;-9,3145;482,09;-2787,1;
2025-05-27 09:26:55.008;-6,8733;487,38;-2271,3;
2025-05-27 09:26:55.009;-17,727;479;-1692,6;
2025-05-27 09:26:55.010;-15,247;455,57;-1056,3;
2025-05-27 09:26:55.011;-19,236;417,07;-395,17;
2025-05-27 09:26:55.012;-19,249;366,69;285,89;
2025-05-27 09:26:55.013;-22,746;303,18;949,57;
2025-05-27 09:26:55.014;-22,559;229,08;1593,2;
2025-05-27 09:26:55.015;-25,127;147,85;2180,4;
2025-05-27 09:26:55.016;-24,937;59,561;2710;
2025-05-27 09:26:55.017;-26,512;-30,534;3148;
2025-05-27 09:26:55.018;-28,758;-120,43;3497,1;
2025-05-27 09:26:55.019;-29,542;-207,39;3730,2;
2025-05-27 09:26:55.020;-27,908;-287,14;3854,2;
2025-05-27 09:26:55.021;-26,836;-358,56;3849,6;
2025-05-27 09:26:55.022;-24,118;-418,59;3730,1;
2025-05-27 09:26:55.023;-23,864;-463,3;3487,3;
2025-05-27 09:26:55.024;-22,2;-493,7;3141,3;
2025-05-27 09:26:55.025;-20,938;-507,43;2694,5;
2025-05-27 09:26:55.026;-18,32;-503,85;2169,1;
2025-05-27 09:26:55.027;-14,022;-484,78;1574,9;
2025-05-27 09:26:55.028;-11,216;-451,08;937,73;
2025-05-27 09:26:55.029;-8,351;-402,34;268,73;
2025-05-27 09:26:55.030;-4,3315;-341,04;-404,68;
2025-05-27 09:26:55.031;-3,0416;-271,65;-1069,2;
2025-05-27 09:26:55.032;-2,5853;-192,93;-1698,6;
2025-05-27 09:26:55.032;0,57279;-108,71;-2279,7;
2025-05-27 09:26:55.034;2,7845;-23,378;-2788;
2025-05-27 09:26:55.035;5,7408;63,448;-3215,4;
2025-05-27 09:26:55.036;7,2399;147,3;-3539,6;
2025-05-27 09:26:55.037;9,105;225,28;-3757,5;
2025-05-27 09:26:55.038;6,6686;297,34;-3853,5;
2025-05-27 09:26:55.039;8,6929;359,52;-3832;
2025-05-27 09:26:55.040;10,101;410,45;-3684,9;
2025-05-27 09:26:55.041;11,442;449,95;-3426,7;
2025-05-27 09:26:55.042;9,52;476,1;-3055,9;
2025-05-27 09:26:55.043;9,6784;487,84;-2595,9;
2025-05-27 09:26:55.044;10,023;485,34;-2052,1;
