Time(s);Coil;Accelerometer;Generator;
2025-05-27 09:27:16.000;5,2869;512,55;2699,3;
2025-05-27 09:27:16.001;1,1405;491,26;3188,6;
2025-05-27 09:27:16.002;-2,3184;450,69;3551;
2025-05-27 09:27:16.003;-6,2234;392,3;3782,6;
2025-05-27 09:27:16.004;-9,7357;317,79;3862,4;
2025-05-27 09:27:16.005;-12,193;229,84;3796,7;
2025-05-27 09:27:16.006;-13,894;132,12;3579,1;
2025-05-27 09:27:16.007;-15,014;29,028;3227;
2025-05-27 09:27:16.008;-15,035;-75,344;2748;
2025-05-27 09:27:16.009;-14,1;-176,68;2168,1;
2025-05-27 09:27:16.010;-12,413;-270,36;1505;
2025-05-27 09:27:16.011;-10;-352,83;790,17;
2025-05-27 09:27:16.012;-7,1695;-421,26;42,552;
2025-05-27 09:27:16.013;-3,7081;-472,77;-703,53;
2025-05-27 09:27:16.014;0,14047;-506,29;-1425,5;
2025-05-27 09:27:16.015;4,1794;-520,63;-2092,7;
2025-05-27 09:27:16.016;7,6528;-515,31;-2683,6;
2025-05-27 09:27:16.017;11,234;-490,87;-3171,3;
2025-05-27 09:27:16.018;15,388;-448,44;-3540;
2025-05-27 09:27:16.019;18,418;-389,72;-3770,1;
2025-05-27 09:27:16.020;17,969;-317,02;-3855,2;
2025-05-27 09:27:16.021;21,886;-232,76;-3786,9;
2025-05-27 09:27:16.022;23,385;-140,2;-3572,6;
2025-05-27 09:27:16.023;26,516;-42,971;-3215,2;
2025-05-27 09:27:16.024;26,831;56,162;-2738,2;
2025-05-27 09:27:16.025;30,45;152,45;-2151,8;
2025-05-27 09:27:16.026;10,061;243,34;-1489,2;
2025-05-27 09:27:16.027;-2,5539;325,04;-764,17;
2025-05-27 09:27:16.028;4,298;393,52;-17,355;
2025-05-27 09:27:16.029;-4,7363;448,03;736,56;
2025-05-27 09:27:16.030;-22,206;486,81;1454,9;
2025-05-27 09:27:16.031;-25,187;507,09;2127,5;
2025-05-27 09:27:16.032;-28,672;509,53;2712,5;
2025-05-27 09:27:16.032;-31,371;493,37;3201;
2025-05-27 09:27:16.034;-33,263;458,86;3560,4;
2025-05-27 09:27:16.035;-34,627;407,35;3788,1;
2025-05-27 09:27:16.036;-35,597;340,13;3862,3;
2025-05-27 09:27:16.037;-35,602;259,41;3790,6;
2025-05-27 09:27:16.038;-34,577;168,2;3566,2;
2025-05-27 09:27:16.039;-32,894;69,74;3207,2;
2025-05-27 09:27:16.040;-30,215;-32,086;2723,1;
2025-05-27 09:27:16.041;-27,077;-133,61;2137,6;
2025-05-27 09:27:16.042;-24,075;-230,87;1469,9;
2025-05-27 09:27:16.043;-20,694;-319,37;750,77;
2025-05-27 09:27:16.044;-17,304;-395,71;1,9012;
2025-05-27 09:27:16.045;-15,282;-456,78;-744,82;
2025-05-27 09:27:16.046;-12,302;-499,59;-1465,3;
2025-05-27 09:27:16.047;-9,1327;-522,63;-2129,4;
2025-05-27 09:27:16.048;-6,4281;-525,37;-2715,6;
2025-05-27 09:27:16.049;-3,7711;-507,34;-3196,9;
2025-05-27 09:27:16.050;-1,3229;-469,9;-3559,1;
2025-05-27 09:27:16.051;0,62305;-414,55;-3779,4;
2025-05-27 09:27:16.052;1,5631;-343,4;-3855,5;
2025-05-27 09:27:16.053;3,0035;-260,13;-3776,7;
2025-05-27 09:27:16.054;4,5879;-167,25;-3553,4;
2025-05-27 09:27:16.055;5,5529;-68,668;-3186,4;
2025-05-27 09:27:16.056;5,0479;31,923;-2701,5;
2025-05-27 09:27:16.057;5,4138;130,76;-2108;
2025-05-27 09:27:16.058;5,5166;224,87;-1439,8;
2025-05-27 09:27:16.059;5,1217;309,94;-711,31;
2025-05-27 09:27:16.060;2,6845;383,63;38,333;
2025-05-27 09:27:16.061;1,1486;442,98;791,11;
2025-05-27 09:27:16.062;0,0041463;485,86;1508,8;
2025-05-27 09:27:16.063;-1,4105;510,62;2175,6;
2025-05-27 09:27:16.064;-2,7735;516,78;2753,6;
2025-05-27 09:27:16.065;-4,2047;503,18;3233,2;
2025-05-27 09:27:16.065;-5,1652;470,41;3582,7;
2025-05-27 09:27:16.067;-6,3746;420,23;3798,8;
2025-05-27 09:27:16.068;-8,0701;353,3;3861,3;
2025-05-27 09:27:16.069;-8,1521;272,52;3776,8;
2025-05-27 09:27:16.070;-7,7596;180,86;3539,5;
2025-05-27 09:27:16.071;-7,8174;81,54;3169,9;
2025-05-27 09:27:16.072;-7,4883;-21,48;2673,9;
2025-05-27 09:27:16.073;-7,4216;-124,66;2080,2;
2025-05-27 09:27:16.074;-6,3885;-223,48;1406;
