Time(s);Coil;Accelerometer;Generator;
2025-05-26 20:07:18.000;-11,244;75,044;4366,3;
2025-05-26 20:07:18.001;-11,454;40,848;4394,7;
2025-05-26 20:07:18.002;-12,564;6,5757;4370,2;
2025-05-26 20:07:18.003;-11,015;-26,121;4305,7;
2025-05-26 20:07:18.004;-9,4038;-57,328;4189,9;
2025-05-26 20:07:18.005;-13,648;-86,721;4036,7;
2025-05-26 20:07:18.006;-14,191;-114,52;3835,2;
2025-05-26 20:07:18.007;-11,252;-140,29;3600,7;
2025-05-26 20:07:18.008;-8,0337;-164,25;3322,5;
2025-05-26 20:07:18.009;-5,2611;-187,23;3016,6;
2025-05-26 20:07:18.010;-2,4938;-209,22;2674;
2025-05-26 20:07:18.011;0,080726;-229,68;2310,3;
2025-05-26 20:07:18.012;2,6246;-249,57;1917,9;
2025-05-26 20:07:18.013;5,0228;-268,44;1513;
2025-05-26 20:07:18.014;7,2941;-284,73;1086;
2025-05-26 20:07:18.015;9,496;-298,93;655,46;
2025-05-26 20:07:18.016;11,331;-309,58;212,06;
2025-05-26 20:07:18.017;12,715;-315,99;-226,68;
2025-05-26 20:07:18.018;13,846;-318,29;-669,01;
2025-05-26 20:07:18.019;14,556;-315,48;-1098,3;
2025-05-26 20:07:18.020;14,562;-308,12;-1522,4;
2025-05-26 20:07:18.021;13,88;-297,03;-1925,6;
2025-05-26 20:07:18.022;12,209;-281,96;-2314,7;
2025-05-26 20:07:18.023;10,155;-264,3;-2676,2;
2025-05-26 20:07:18.024;7,0877;-245,1;-3015,6;
2025-05-26 20:07:18.025;3,6943;-224,54;-3319,6;
2025-05-26 20:07:18.026;0,012157;-203,58;-3594,9;
2025-05-26 20:07:18.027;-2,5557;-182,57;-3828,4;
2025-05-26 20:07:18.028;-5,2624;-161,22;-4027,7;
2025-05-26 20:07:18.029;-5,3926;-140,11;-4180,3;
2025-05-26 20:07:18.030;-9,7175;-118;-4294,6;
2025-05-26 20:07:18.031;-9,1825;-95,161;-4359,1;
2025-05-26 20:07:18.032;-13,577;-71,662;-4383,7;
2025-05-26 20:07:18.032;-16,03;-45,586;-4356,1;
2025-05-26 20:07:18.034;-11,189;-18,545;-4288,6;
2025-05-26 20:07:18.035;-13,292;10,501;-4170,2;
2025-05-26 20:07:18.036;-12,75;41,003;-4014,1;
2025-05-26 20:07:18.037;-9,7129;72,558;-3810,3;
2025-05-26 20:07:18.038;-6,939;104,66;-3573;
2025-05-26 20:07:18.039;-4,4289;136,41;-3292,8;
2025-05-26 20:07:18.040;-4,1608;168,01;-2985,1;
2025-05-26 20:07:18.041;-1,3741;198,08;-2640,5;
2025-05-26 20:07:18.042;1,9696;226,54;-2276,1;
2025-05-26 20:07:18.043;5,0107;253,26;-1882,7;
2025-05-26 20:07:18.044;8,3084;277,34;-1475,7;
2025-05-26 20:07:18.045;10,994;298,06;-1049,4;
2025-05-26 20:07:18.046;14,038;316,04;-618,39;
2025-05-26 20:07:18.047;16,444;329,82;-174,75;
2025-05-26 20:07:18.048;18,943;338,85;264,27;
2025-05-26 20:07:18.049;20,722;343,8;706,59;
2025-05-26 20:07:18.050;23,122;343,22;1135,2;
2025-05-26 20:07:18.051;18,956;337,65;1559,5;
2025-05-26 20:07:18.052;12,685;327,1;1960,1;
2025-05-26 20:07:18.053;0,47322;311,47;2349,7;
2025-05-26 20:07:18.054;-2,0912;292,32;2708,5;
2025-05-26 20:07:18.055;-3,7595;269,23;3047,3;
2025-05-26 20:07:18.056;-6,4174;243,45;3348,1;
2025-05-26 20:07:18.057;-8,6754;216,32;3622,3;
2025-05-26 20:07:18.058;-11,766;187,73;3852,2;
2025-05-26 20:07:18.059;-13,403;159,04;4050;
2025-05-26 20:07:18.060;-13,94;130,45;4198,8;
2025-05-26 20:07:18.061;-14,065;102,09;4311,3;
2025-05-26 20:07:18.062;-12,977;74,438;4372,5;
2025-05-26 20:07:18.063;-11,576;46,293;4394,2;
2025-05-26 20:07:18.064;-9,3754;18,057;4363,5;
2025-05-26 20:07:18.065;-11,743;-10,414;4293,4;
2025-05-26 20:07:18.065;-8,6127;-39,627;4171,9;
2025-05-26 20:07:18.067;-5,94;-69,46;4014,1;
2025-05-26 20:07:18.068;-1,1937;-99,859;3807,7;
2025-05-26 20:07:18.069;-1,9662;-130,72;3568,7;
2025-05-26 20:07:18.070;-0,67256;-160,84;3286,2;
2025-05-26 20:07:18.071;2,7684;-189,93;2976,2;
2025-05-26 20:07:18.072;1,606;-217,97;2630,2;
2025-05-26 20:07:18.073;1,9798;-242,87;2264,4;
2025-05-26 20:07:18.074;1,5695;-265,22;1869;
2025-05-26 20:07:18.075;5,1902;-283,95;1461,8;
2025-05-26 20:07:18.076;6,2624;-298,09;1033,6;
2025-05-26 20:07:18.077;7,9732;-308,08;601,73;
2025-05-26 20:07:18.078;8,7372;-313,82;157,89;
2025-05-26 20:07:18.079;9,5992;-315,27;-281,09;
2025-05-26 20:07:18.080;9,6699;-312,95;-722,46;
2025-05-26 20:07:18.081;9,7149;-307,25;-1150,9;
2025-05-26 20:07:18.082;8,7943;-298,87;-1572,9;
2025-05-26 20:07:18.083;7,7403;-288,01;-1974,8;
2025-05-26 20:07:18.084;7,6433;-274,73;-2361,8;
2025-05-26 20:07:18.085;4,9777;-259,97;-2720;
2025-05-26 20:07:18.086;-0,672;-243,85;-3055,8;
2025-05-26 20:07:18.087;-4,1457;-226,15;-3355,4;
2025-05-26 20:07:18.088;-4,4832;-207;-3626,4;
2025-05-26 20:07:18.089;-7,2187;-187,12;-3855,1;
2025-05-26 20:07:18.090;-9,1426;-166,13;-4049,6;
2025-05-26 20:07:18.091;-8,3434;-144,17;-4197;
2025-05-26 20:07:18.092;-8,3303;-120,82;-4306,6;
2025-05-26 20:07:18.093;-6,4024;-96,671;-4365;
2025-05-26 20:07:18.094;-7,8802;-71,901;-4383,8;
2025-05-26 20:07:18.095;-6,8436;-44,527;-4350,5;
2025-05-26 20:07:18.096;-6,2889;-16,807;-4277,4;
2025-05-26 20:07:18.097;-6,8131;12,079;-4153,3;
2025-05-26 20:07:18.098;-3,0915;43,486;-3991,8;
2025-05-26 20:07:18.099;-2,242;74,9;-3782,8;
2025-05-26 20:07:18.100;-1,669;107,2;-3540,2;
2025-05-26 20:07:18.101;0,54213;140,3;-3255;
2025-05-26 20:07:18.102;-1,1913;172,64;-2943,2;
2025-05-26 20:07:18.103;-5,081;204,15;-2595,1;
2025-05-26 20:07:18.104;-1,9356;234,11;-2226,2;
2025-05-26 20:07:18.105;1,7937;261,57;-1829,7;
2025-05-26 20:07:18.106;4,8199;284,93;-1420,7;
2025-05-26 20:07:18.107;6,8342;304,24;-991,56;
2025-05-26 20:07:18.108;7,3301;319,36;-558,48;
2025-05-26 20:07:18.109;8,4427;329,06;-113,49;
2025-05-26 20:07:18.110;9,0191;334,11;325,91;
2025-05-26 20:07:18.111;9,3431;335,11;767,93;
2025-05-26 20:07:18.112;9,2792;331,73;1194,6;
2025-05-26 20:07:18.113;9,1593;324,76;1618;
2025-05-26 20:07:18.114;7,9168;315,08;2017,4;
2025-05-26 20:07:18.115;7,2664;302,42;2403,9;
2025-05-26 20:07:18.116;5,9946;287,65;2759,1;
2025-05-26 20:07:18.117;5,1059;270,21;3093,6;
2025-05-26 20:07:18.118;3,6999;250,42;3389,5;
2025-05-26 20:07:18.119;3,2361;228,46;3658,4;
2025-05-26 20:07:18.120;0,26563;204,09;3882,9;
2025-05-26 20:07:18.121;0,0244;177,05;4074,7;
2025-05-26 20:07:18.122;-5,6955;147,72;4217,4;
2025-05-26 20:07:18.123;-10,95;116,57;4323,1;
2025-05-26 20:07:18.124;-10,585;83,928;4377,5;
2025-05-26 20:07:18.125;-10,473;50,471;4392,5;
2025-05-26 20:07:18.126;-9,8544;16,472;4354,8;
2025-05-26 20:07:18.127;-9,0171;-17,04;4278,1;
2025-05-26 20:07:18.128;-7,642;-49,804;4150;
2025-05-26 20:07:18.129;-5,3129;-81,458;3985,5;
2025-05-26 20:07:18.130;-5,0952;-111,5;3773,1;
2025-05-26 20:07:18.131;-5,4723;-140,76;3527,8;
2025-05-26 20:07:18.131;-3,3617;-168,43;3240,4;
2025-05-26 20:07:18.133;-2,497;-195,11;2927;
2025-05-26 20:07:18.134;-1,9764;-219,81;2576,7;
2025-05-26 20:07:18.135;-0,75498;-242,88;2207,5;
2025-05-26 20:07:18.136;-2,8589;-263,97;1809,6;
2025-05-26 20:07:18.137;-0,16133;-282,43;1400,4;
2025-05-26 20:07:18.138;2,3093;-297,82;970,94;
2025-05-26 20:07:18.139;4,2789;-309,53;538,52;
2025-05-26 20:07:18.140;6,3285;-317,59;95,068;
2025-05-26 20:07:18.141;7,8382;-321,35;-343,59;
2025-05-26 20:07:18.142;9,8065;-321,09;-783,21;
2025-05-26 20:07:18.143;11,044;-316,89;-1210,3;
2025-05-26 20:07:18.144;13,378;-308,99;-1630,3;
2025-05-26 20:07:18.145;10,666;-297,92;-2029;
2025-05-26 20:07:18.146;5,394;-284,21;-2412,4;
2025-05-26 20:07:18.146;5,8989;-268,11;-2766,1;
2025-05-26 20:07:18.148;4,6538;-250,33;-3097,3;
2025-05-26 20:07:18.149;-0,16481;-230,86;-3392,3;
2025-05-26 20:07:18.150;-2,1069;-210,39;-3658;
2025-05-26 20:07:18.151;-2,4266;-188,85;-3881,9;
2025-05-26 20:07:18.152;-4,5165;-166,25;-4071,2;
2025-05-26 20:07:18.153;-4,8772;-143,29;-4212,5;
2025-05-26 20:07:18.154;-5,25;-118,83;-4316,2;
2025-05-26 20:07:18.155;-7,9336;-93,767;-4369;
2025-05-26 20:07:18.156;-9,201;-68,089;-4381,9;
2025-05-26 20:07:18.157;-7,9957;-40,381;-4343;
2025-05-26 20:07:18.158;-6,9994;-12,042;-4264,4;
2025-05-26 20:07:18.159;-5,1936;17,541;-4135;
2025-05-26 20:07:18.160;-3,9658;48,481;-3968;
2025-05-26 20:07:18.161;-6,7033;80,059;-3753,7;
2025-05-26 20:07:18.162;-4,2257;112,87;-3506,7;
2025-05-26 20:07:18.163;-3,2472;145,58;-3217,8;
2025-05-26 20:07:18.164;-2,247;178,73;-2901,1;
2025-05-26 20:07:18.165;0,28291;210,92;-2549,7;
2025-05-26 20:07:18.166;3,1827;241,55;-2178,1;
2025-05-26 20:07:18.167;4,8653;270,3;-1778,5;
2025-05-26 20:07:18.168;4,7524;295,44;-1367,4;
2025-05-26 20:07:18.169;7,7101;316,83;-936,75;
2025-05-26 20:07:18.170;10,902;333,44;-502,81;
2025-05-26 20:07:18.171;12,737;345,03;-57,409;
