z,s
0.05,0.006500009622200457
0.055,0.007382084855431302
0.06,0.008403533666201852
0.065,0.009680492348821372
0.07,0.011329799562950868
0.075,0.013684403795122115
0.08,0.01709184997585617
0.085,0.021674548212487398
0.09,0.02712518981280102
0.095,0.032923024793099595
0.1,0.03876046160264689
0.105,0.04399146750593403
0.11,0.049031205882769484
0.115,0.05575174977532717
0.12,0.06490199984465135
0.125,0.07419447063296947
0.13,0.08132892495841294
0.135,0.0850236355044722
0.14,0.0848043563557281
0.145,0.08083941865924885
0.15,0.07397634350028504
0.155,0.06567949310099717
0.16,0.057602568730912816
0.165,0.05091348768423882
0.17,0.04587346602166304
0.175,0.042040869287222594
0.18,0.038762213773588426
0.185,0.03547200734635929
0.19,0.031768889401877685
0.195,0.027456673028799783
0.2,0.02262343952778793
