z,s
0.05,0.006818588126046718
0.055,0.00777213685588888
0.06,0.008807106394885985
0.065,0.00898042511104922
0.07,0.010890591610732034
0.075,0.013855969754864585
0.08,0.017866305134728807
0.085,0.022636927297025648
0.09,0.027824820048905262
0.095,0.03319989095126421
0.1,0.03828396809943601
0.105,0.04251182076227642
0.11,0.045565896851190536
0.115,0.05010036304060436
0.12,0.057092237240656714
0.125,0.06260363393918723
0.13,0.06581911592586658
0.135,0.06704933156544139
0.14,0.06632728224960349
0.145,0.06391971019455525
0.15,0.06046358735242954
0.155,0.05661909376290846
0.16,0.05280598116761533
0.165,0.049152703287855926
0.17,0.04554158765081979
0.175,0.04180377965899508
0.18,0.03792290597475673
0.185,0.03399512908127717
0.19,0.030017791939243945
0.195,0.025826600567395244
0.2,0.021316821388936164
