z,s
0.05,0.006398826204478031
0.055,0.007704725641563165
0.06,0.008984733031207691
0.065,0.010094637235930333
0.07,0.011618334144923827
0.075,0.013980054691743042
0.08,0.017906038552776546
0.085,0.02239213175929054
0.09,0.027134898395747068
0.095,0.03191013386850214
0.1,0.03614996681275033
0.105,0.04074582007181967
0.11,0.0453440572966924
0.115,0.05121868418754478
0.12,0.057271887639288456
0.125,0.06326951217304129
0.13,0.06788772633763
0.135,0.06997573301905671
0.14,0.06929346037417128
0.145,0.06607189537996895
0.15,0.061148759865758566
0.155,0.05571776692961034
0.16,0.05079139081627698
0.165,0.046958061810351316
0.17,0.04426580889952865
0.175,0.04210256963395491
0.18,0.03960557046869342
0.185,0.03631027907711554
0.19,0.03228399201196005
0.195,0.027778564803325658
0.2,0.02296360939495668
