z,s
0.05,0.006742405046057778
0.055,0.007498422673519893
0.06,0.008948150007717736
0.065,0.010422500665918948
0.07,0.011988890352047329
0.075,0.01437043326283734
0.08,0.017636227108499367
0.085,0.021736068872226948
0.09,0.02644004358933341
0.095,0.03142701616704048
0.1,0.03665114731546721
0.105,0.04218129881942784
0.11,0.04803970117994367
0.115,0.053990500509368725
0.12,0.05954275922217723
0.125,0.06418657997467113
0.13,0.06743443020223917
0.135,0.06881369422425145
0.14,0.06812347404681438
0.145,0.06555347936462658
0.15,0.06163210699502977
0.155,0.05697589464656139
0.16,0.05228196914756717
0.165,0.04822149727528297
0.17,0.045063877050960176
0.175,0.04246886866013619
0.18,0.03987694064431935
0.185,0.03693184634104087
0.19,0.033457886545756495
0.195,0.029336326233851007
0.2,0.024587042712993844
