z,s
0.05,0.0069065773725114354
0.055,0.007682990085707843
0.06,0.00868289114316025
0.065,0.009946627456095092
0.07,0.012196506482686447
0.075,0.01449069548175925
0.08,0.01766094624215296
0.085,0.021855749974343513
0.09,0.026629284689142583
0.095,0.03140807517391925
0.1,0.036045929545442036
0.105,0.040995275357662946
0.11,0.04657772279471552
0.115,0.05285201398428866
0.12,0.05923289226418417
0.125,0.06470642867989419
0.13,0.06839886356558775
0.135,0.06960005479030068
0.14,0.06816117556335861
0.145,0.06479220156968084
0.15,0.06051309254628911
0.155,0.056190292146264094
0.16,0.05223726451998484
0.165,0.04862923444056939
0.17,0.04526405726027357
0.175,0.04215745431643844
0.18,0.03929776013058951
0.185,0.03640872918006521
0.19,0.033034585404830674
0.195,0.028864538764861822
0.2,0.02399320799513686
