z,s
0.05,0.004682716823209041
0.055,0.006882187846890504
0.06,0.0015725662556769434
0.065,0.0005258962522961946
0.07,0.0003782525480867074
0.075,0.0003510511340450019
0.08,0.0006494361362250303
0.085,0.0018250829406988357
0.09,0.0026374386755889387
0.095,0.0041593260830204955
0.1,0.006330141846350865
0.105,0.009453767490038146
0.11,0.013729863259759457
0.115,0.019327797994352074
0.12,0.025864153938420426
0.125,0.0322602610074962
0.13,0.03710441326429872
0.135,0.03916740340469664
0.14,0.03789186956950064
0.145,0.033673218849242875
0.15,0.02767185799415828
0.155,0.02125851145111244
0.16,0.015498314335924687
0.165,0.010939850811174595
0.17,0.0076468192077447945
0.175,0.005390177267901001
0.18,0.003870909145214173
0.185,0.0028422689437852164
0.19,0.0021336110117547522
0.195,0.0016347245979759077
0.2,0.0012756798025803926
