z,s
0.05,0.004631589988620903
0.055,0.0035482402091041344
0.06,0.002204812238550338
0.065,0.0006581362131251807
0.07,0.00040428292159825886
0.075,0.00035086909684491915
0.08,0.0006340775874886664
0.085,0.001403156826244488
0.09,0.0029380181153325943
0.095,0.004308110123695004
0.1,0.006420065694172763
0.105,0.009549160663409184
0.11,0.013829500690944737
0.115,0.019487017627518095
0.12,0.026094015972408346
0.125,0.03256295554763075
0.13,0.037494361695180146
0.135,0.039634697764291224
0.14,0.03839314888499053
0.145,0.03415188376043654
0.15,0.028088744996016164
0.155,0.021594831771481596
0.16,0.015748707623277545
0.165,0.011114683868972854
0.17,0.007767074665161231
0.175,0.005474674312392108
0.18,0.003931990922239542
0.185,0.0028875334278884827
0.19,0.0021678613603324827
0.195,0.001661122769520134
0.2,0.0012963635445264012
