z,s
0.05,0.004863183042195528
0.055,0.0027501262298807788
0.06,0.0013821138427782926
0.065,0.0004038134544298966
0.07,0.000812983314714976
0.075,0.0003640695910566812
0.08,0.0007048114521421619
0.085,0.001458567765736828
0.09,0.002513453284790066
0.095,0.003679306484103525
0.1,0.0059986072763726405
0.105,0.009097210250143947
0.11,0.013363466754546213
0.115,0.018933673033419432
0.12,0.025511651265599247
0.125,0.032058185376135036
0.13,0.03718529267733007
0.135,0.03956924741905343
0.14,0.03853223139393407
0.145,0.03437026708926778
0.15,0.02822378158586198
0.155,0.021567477926327384
0.16,0.015615887586754949
0.165,0.010972142046064587
0.17,0.007660095872239876
0.175,0.005405109657993968
0.18,0.003889013194694801
0.185,0.0028612163645486566
0.19,0.0021515782754186036
0.195,0.0016508527744656671
0.2,0.0012897344618838923
