z,s
0.05,0.006404453849767899
0.055,0.002877977350899403
0.06,0.0014025643819851345
0.065,0.0004184555851362388
0.07,0.0003637493367350568
0.075,0.0007077537920442584
0.08,0.0007384154673729511
0.085,0.0014781668281917514
0.09,0.0025675712304201767
0.095,0.004099082819855574
0.1,0.00623016524692347
0.105,0.009185809951310723
0.11,0.013024108645254783
0.115,0.017524283369881623
0.12,0.023267668733919035
0.125,0.03047441319761866
0.13,0.036662200353625995
0.135,0.03969541066929654
0.14,0.03882426471164068
0.145,0.03452470701984965
0.15,0.02816609756959904
0.155,0.021387961766992106
0.16,0.015433379656249744
0.165,0.01083987343918742
0.17,0.007576774938891941
0.175,0.005355008153412056
0.18,0.003859149455572496
0.185,0.0028433589135320784
0.19,0.0021408411430811065
0.195,0.0016443757713256277
0.2,0.0012858354019493559
