z,s
0.05,0.0045441685812919325
0.055,0.0027507220587081795
0.06,0.0018854388456692457
0.065,0.0002652884250531185
0.07,0.0003291993401924016
0.075,0.00036243327613004505
0.08,0.0005996862423455553
0.085,0.0013970631270438891
0.09,0.002498526181228575
0.095,0.004025041553084992
0.1,0.006112063420198705
0.105,0.008867176676405839
0.11,0.013061684384330004
0.115,0.018682073938629355
0.12,0.025394219655865906
0.125,0.03212710570297559
0.13,0.037375858294861716
0.135,0.03973578118921827
0.14,0.038549265193358766
0.145,0.03422843771696033
0.15,0.02804868217788663
0.155,0.021513043571005974
0.16,0.015715281412200414
0.165,0.011138283654186516
0.17,0.007809482318377877
0.175,0.005511310684048849
0.18,0.003957829233011598
0.185,0.0029047490100629833
0.19,0.0021793595658236575
0.195,0.0016690009011953646
0.2,0.0013019361866194613
