z,s
0.05,0.0043666836483173856
0.055,0.002638781576449733
0.06,0.0013179654632907568
0.065,0.0002855457930128123
0.07,0.00035382841716093854
0.075,0.00044320218021934896
0.08,0.0008067863848869656
0.085,0.0015738241388291035
0.09,0.0025243700274397776
0.095,0.004249452046304935
0.1,0.006516309813547799
0.105,0.009771448417733144
0.11,0.014375525668200924
0.115,0.02027055696860511
0.12,0.026945674373885765
0.125,0.03330480014692392
0.13,0.03802103977849695
0.135,0.039967539745865664
0.14,0.03863821172957408
0.145,0.03437768177612369
0.15,0.028254189119044242
0.155,0.021635306356099105
0.16,0.015685818704580842
0.165,0.011022001004461147
0.17,0.007691139693904641
0.175,0.005424980859070953
0.18,0.0039029072195099768
0.185,0.0028717209994708975
0.19,0.002159945961618983
0.195,0.0016577434465835123
0.2,0.0012955319623125852
