z,s
0.05,0.004186132588347383
0.055,0.002482837193097576
0.06,0.0012428661357420717
0.065,0.00026390293995140035
0.07,0.0003227623362930115
0.075,0.0004079366975542968
0.08,0.0008239333989417885
0.085,0.001639021592599263
0.09,0.0028168501472404417
0.095,0.0044710830564507024
0.1,0.006811219480591919
0.105,0.010138519210038166
0.11,0.014720369465667902
0.115,0.020525594756694278
0.12,0.027053011759140422
0.125,0.03319246724151994
0.13,0.03761482134549894
0.135,0.039212826515505575
0.14,0.03752987745614462
0.145,0.03298547807117307
0.15,0.02673446046108245
0.155,0.02020017808088431
0.16,0.014507614345705841
0.165,0.010155638496254336
0.17,0.007093790578248835
0.175,0.005022085131134804
0.18,0.003629677852130147
0.185,0.002682895918335344
0.19,0.002026337632585314
0.195,0.001560907784849905
0.2,0.0012237447027189181
