Time(s);Coil;Accelerometer;Generator;
2025-05-31 17:46:01.000;-1,8325;0,69358;-779,48;
2025-05-31 17:46:01.001;-1,7693;1,0381;-823,16;
2025-05-31 17:46:01.002;-1,7776;1,4351;-874,02;
2025-05-31 17:46:01.003;-1,7323;1,5519;-917,3;
2025-05-31 17:46:01.004;-1,8527;2,173;-968,17;
2025-05-31 17:46:01.005;-1,7228;2,8358;-1011,3;
2025-05-31 17:46:01.006;-1,7919;1,7092;-1059,2;
2025-05-31 17:46:01.007;-1,8217;3,2745;-1103,5;
2025-05-31 17:46:01.008;-1,8253;3,5796;-1153;
2025-05-31 17:46:01.009;-1,8134;2,8823;-1195,7;
2025-05-31 17:46:01.010;-1,8623;2,7917;-1244,4;
2025-05-31 17:46:01.011;-1,7431;4,9553;-1286,5;
2025-05-31 17:46:01.012;-1,7609;2,7344;-1334,7;
2025-05-31 17:46:01.013;-1,7717;3,9957;-1376,1;
2025-05-31 17:46:01.014;-1,805;5,4286;-1424,1;
2025-05-31 17:46:01.015;-1,774;4,2532;-1465,8;
2025-05-31 17:46:01.016;-1,7442;5,2688;-1512,5;
2025-05-31 17:46:01.017;-1,7633;5,3094;-1553,4;
2025-05-31 17:46:01.018;-1,7609;6,6791;-1600,5;
2025-05-31 17:46:01.019;-1,7216;5,3368;-1640,2;
2025-05-31 17:46:01.020;-1,7133;7,6483;-1686,6;
2025-05-31 17:46:01.021;-1,7073;7,0653;-1725,8;
2025-05-31 17:46:01.022;-1,8229;7,6733;-1772;
2025-05-31 17:46:01.023;-1,7299;7,8151;-1810,8;
2025-05-31 17:46:01.024;-1,7419;9,1741;-1856,6;
2025-05-31 17:46:01.025;-1,7836;8,7652;-1895;
2025-05-31 17:46:01.026;-1,7407;9,3792;-1938,8;
2025-05-31 17:46:01.027;-1,8599;9,6557;-1977,4;
2025-05-31 17:46:01.028;-1,7752;10,702;-2021,7;
2025-05-31 17:46:01.029;-1,8205;9,0132;-2059,1;
2025-05-31 17:46:01.030;-1,7419;12,032;-2102,4;
2025-05-31 17:46:01.031;-1,7717;10,148;-2138,9;
2025-05-31 17:46:01.032;-1,7359;11,676;-2181,4;
2025-05-31 17:46:01.032;-1,7538;10,953;-2217,2;
2025-05-31 17:46:01.034;-1,7502;12,318;-2259,2;
2025-05-31 17:46:01.035;-1,7776;11,891;-2294,4;
2025-05-31 17:46:01.036;-1,8027;12,171;-2335,8;
2025-05-31 17:46:01.037;-1,7371;12,86;-2370;
2025-05-31 17:46:01.038;-1,8027;12,715;-2410,9;
2025-05-31 17:46:01.039;-1,7705;12,623;-2444,2;
2025-05-31 17:46:01.040;-1,7395;13,333;-2484,5;
2025-05-31 17:46:01.041;-1,8074;13,448;-2517,1;
2025-05-31 17:46:01.042;-1,8039;13,526;-2556,7;
2025-05-31 17:46:01.043;-1,7836;13,166;-2588,5;
2025-05-31 17:46:01.044;-1,8015;14,236;-2627,3;
2025-05-31 17:46:01.045;-1,7216;13,057;-2658,5;
2025-05-31 17:46:01.046;-1,774;14,218;-2696,2;
2025-05-31 17:46:01.047;-1,7383;12,886;-2727,1;
2025-05-31 17:46:01.048;-1,7442;14,85;-2763,9;
2025-05-31 17:46:01.049;-1,7502;11,812;-2793,9;
2025-05-31 17:46:01.050;-1,7085;13,711;-2829,7;
2025-05-31 17:46:01.051;-1,7454;17,941;-2858,7;
2025-05-31 17:46:01.052;-1,7562;2,5079;-2893,5;
2025-05-31 17:46:01.053;-1,7657;25,303;-2921,5;
2025-05-31 17:46:01.054;-1,7609;5,5156;-2955;
2025-05-31 17:46:01.055;-1,8813;17,991;-2982,3;
2025-05-31 17:46:01.056;-1,7967;8,0941;-3016,8;
2025-05-31 17:46:01.057;-1,8551;14,736;-3042;
2025-05-31 17:46:01.058;-1,7669;12,096;-3074,5;
2025-05-31 17:46:01.059;-1,7144;12,409;-3099,3;
2025-05-31 17:46:01.060;-1,8015;12,289;-3130,8;
